record_id,district_code,latitude,longitude,field_id,area_m2,crop_name,crop_type,season,agro_climatic_zone,N,P,K,ph,organic_carbon,soil_texture,soil_moisture_pct,groundwater_depth_m,avg_rainfall_mm,rainfall_mm,rainfall_30d_mm,rainfall_60d_mm,rainfall,avg_temp_c,temperature,humidity,et0_mm,kc_value,ndvi_mean,ndvi_max,ndvi_trend,ndvi_t1,ndvi_t2,ndvi_t3,ndvi_t4,ndvi_t5,ndvi_t6,evi_t1,evi_t2,ndwi_t1,ndwi_t2,sowing_day_of_year,growth_stage,irrigation_method,recommended_crop,yield_kg,water_required_m3,season_target,ndvi_seq_mean,ndvi_seq_std,ndvi_seq_slope
63,MH026,24.07,70.97,FLD00063,17133,Rice,Cereal,Kharif,Plateau,292.0,35.0,239.0,6.2,0.91,4.0,24,11.5,946,753,329,538,657.0,29.5,29.5,67.0,6.2,1.12,0.6,0.66,0.018,0.57,0.55,0.57,0.61,0.66,0.66,0.49,0.46,0.32,0.31,166,6.0,0.0,Rice,4376.0,0.0,Kharif,0.6033333333333334,0.0438431547932197,0.023428571428571413
64,MP027,23.43,85.72,FLD00064,10222,Rice,Cereal,Kharif,Plateau,218.0,37.0,218.0,6.2,0.76,6.0,27,10.1,797,726,317,517,634.0,31.8,31.8,68.0,5.8,1.12,0.6,0.68,0.03,0.53,0.52,0.57,0.62,0.66,0.68,0.44,0.44,0.32,0.27,144,14.0,0.0,Rice,2217.0,0.0,Kharif,0.5966666666666668,0.06128258770283413,0.0348571428571429
65,RJ014,30.88,88.43,FLD00065,8555,Rice,Cereal,Kharif,Mountain,265.0,37.0,171.0,6.2,0.59,0.0,23,13.0,2861,2668,1078,1976,2343.0,20.0,20.0,84.0,5.4,1.12,0.59,0.65,0.02,0.54,0.54,0.56,0.63,0.65,0.64,0.47,0.46,0.34,0.35,150,4.0,1.0,Rice,1836.0,0.0,Kharif,0.5933333333333334,0.04749268949591668,0.025714285714285683
66,MH017,21.25,74.43,FLD00066,7390,Rice,Cereal,Kharif,Arid,286.0,37.0,189.0,6.2,0.61,5.0,27,20.0,417,391,137,294,350.0,32.9,32.9,52.0,6.1,1.12,0.6,0.67,0.03,0.52,0.56,0.57,0.65,0.66,0.67,0.43,0.46,0.35,0.35,163,9.0,1.0,Rice,1574.0,0.0,Kharif,0.605,0.05737304826019503,0.032285714285714265
67,GJ046,18.25,86.85,FLD00067,8791,Rice,Cereal,Kharif,Arid,218.0,28.0,197.0,6.8,0.68,5.0,35,21.6,254,190,72,114,171.0,33.2,33.2,45.0,5.4,1.12,0.59,0.64,0.016,0.56,0.57,0.55,0.6,0.63,0.64,0.48,0.5,0.28,0.29,149,15.0,0.0,Rice,2726.0,102.0,Kharif,0.5916666666666667,0.03435921354681383,0.01800000000000003
68,AP044,21.3,89.8,FLD00068,8700,Rice,Cereal,Kharif,Humid,200.0,48.0,174.0,6.0,0.68,5.0,35,5.3,1219,1085,338,834,1019.0,27.6,27.6,76.0,5.5,1.12,0.6,0.68,0.032,0.52,0.57,0.58,0.63,0.64,0.68,0.45,0.48,0.32,0.32,167,3.0,0.0,Rice,2201.0,0.0,Kharif,0.6033333333333334,0.052493385826745426,0.03028571428571426
69,MP005,10.31,74.14,FLD00069,7362,Rice,Cereal,Kharif,Sub-Humid,256.0,33.0,200.0,6.9,0.91,0.0,37,9.7,921,836,337,514,730.0,29.2,29.2,74.0,5.5,1.12,0.6,0.67,0.02,0.53,0.56,0.6,0.62,0.67,0.63,0.44,0.49,0.31,0.29,143,5.0,1.0,Rice,1648.0,0.0,Kharif,0.6016666666666667,0.04597704741377907,0.024285714285714244
70,HR019,21.72,77.6,FLD00070,17651,Rice,Cereal,Kharif,Plateau,243.0,50.0,179.0,6.0,0.57,0.0,24,13.2,974,800,250,630,686.0,28.7,28.7,64.0,6.1,1.12,0.59,0.65,0.018,0.54,0.55,0.57,0.6,0.65,0.63,0.46,0.46,0.3,0.29,143,15.0,1.0,Rice,4206.0,0.0,Kharif,0.59,0.0404145188432738,0.02228571428571426
71,HR034,28.02,88.1,FLD00071,8977,Rice,Cereal,Kharif,Plateau,223.0,49.0,218.0,6.1,0.63,3.0,35,9.0,821,687,249,478,626.0,26.5,26.5,73.0,5.4,1.12,0.59,0.67,0.022,0.54,0.52,0.54,0.62,0.67,0.65,0.47,0.44,0.3,0.35,147,14.0,2.0,Rice,2243.0,0.0,Kharif,0.59,0.05887840577551898,0.030857142857142868
72,TN031,16.01,82.06,FLD00072,16391,Rice,Cereal,Kharif,Semi-Arid,260.0,33.0,220.0,7.7,0.64,0.0,35,17.7,624,508,173,384,482.0,29.5,29.5,64.0,6.4,1.12,0.61,0.67,0.022,0.55,0.55,0.6,0.63,0.67,0.66,0.46,0.47,0.34,0.34,146,10.0,0.0,Rice,3933.0,0.0,Kharif,0.61,0.04795831523312719,0.026857142857142878
73,KA046,22.67,74.84,FLD00073,15791,Rice,Cereal,Kharif,Semi-Arid,288.0,40.0,179.0,6.7,0.79,5.0,32,14.3,714,613,256,411,527.0,31.6,31.6,56.0,5.8,1.12,0.6,0.68,0.024,0.55,0.54,0.58,0.6,0.68,0.67,0.46,0.47,0.35,0.3,160,2.0,0.0,Rice,3395.0,0.0,Kharif,0.6033333333333334,0.054365021434333645,0.029714285714285762
74,HR015,20.21,80.38,FLD00074,14511,Rice,Cereal,Kharif,Semi-Arid,294.0,39.0,220.0,6.7,0.83,0.0,36,11.2,512,433,149,339,383.0,28.3,28.3,57.0,6.2,1.12,0.6,0.67,0.026,0.54,0.53,0.57,0.63,0.65,0.67,0.45,0.44,0.34,0.28,163,1.0,0.0,Rice,3517.0,0.0,Kharif,0.5983333333333333,0.054288324916341106,0.03057142857142852
75,TN034,26.0,88.6,FLD00075,17132,Rice,Cereal,Kharif,Plateau,224.0,45.0,190.0,6.5,0.7,1.0,27,13.6,1294,1018,403,698,925.0,26.2,26.2,69.0,5.9,1.12,0.6,0.67,0.03,0.51,0.53,0.56,0.64,0.67,0.66,0.44,0.45,0.31,0.28,146,12.0,0.0,Rice,3769.0,0.0,Kharif,0.5950000000000001,0.06396613687465164,0.03571428571428571
76,HR025,29.89,94.32,FLD00076,10134,Rice,Cereal,Kharif,Mountain,280.0,46.0,184.0,6.5,0.91,5.0,25,13.5,2118,1977,768,1451,1754.0,19.1,19.1,65.0,5.4,1.12,0.59,0.67,0.026,0.54,0.54,0.55,0.62,0.64,0.67,0.47,0.46,0.36,0.32,143,6.0,1.0,Rice,2252.0,0.0,Kharif,0.5933333333333334,0.052174919474995085,0.029142857142857113
77,UP001,16.29,79.02,FLD00077,5878,Rice,Cereal,Kharif,Semi-Arid,304.0,32.0,194.0,7.4,0.96,5.0,35,13.3,751,625,266,436,549.0,28.3,28.3,58.0,5.0,1.12,0.6,0.67,0.028,0.52,0.53,0.59,0.63,0.67,0.66,0.44,0.45,0.29,0.32,164,13.0,0.0,Rice,1356.0,0.0,Kharif,0.6,0.058878405775518984,0.03314285714285713
78,TN028,25.42,89.38,FLD00078,13951,Rice,Cereal,Kharif,Mountain,206.0,51.0,201.0,6.4,0.98,1.0,28,9.8,1256,1052,472,794,931.0,18.4,18.4,82.0,6.2,1.12,0.58,0.65,0.026,0.52,0.52,0.55,0.61,0.63,0.65,0.44,0.44,0.3,0.34,158,15.0,1.0,Rice,3185.0,0.0,Kharif,0.58,0.05228129047119373,0.029714285714285676
79,GJ009,30.14,93.0,FLD00079,18355,Rice,Cereal,Kharif,Mountain,285.0,29.0,205.0,7.5,0.56,2.0,24,9.0,2219,2031,841,1493,1810.0,20.9,20.9,80.0,5.9,1.12,0.6,0.67,0.03,0.52,0.56,0.59,0.62,0.67,0.67,0.45,0.47,0.32,0.31,148,4.0,2.0,Rice,3905.0,0.0,Kharif,0.605,0.055,0.03171428571428573
80,GJ035,22.7,83.95,FLD00080,18928,Rice,Cereal,Kharif,Humid,281.0,34.0,224.0,7.4,0.74,3.0,29,6.7,2383,1849,791,1400,1687.0,28.6,28.6,76.0,6.1,1.12,0.6,0.68,0.028,0.51,0.57,0.55,0.63,0.68,0.65,0.45,0.5,0.36,0.28,141,4.0,1.0,Rice,4336.0,0.0,Kharif,0.5983333333333334,0.059558561284018804,0.03171428571428569
81,KA004,15.01,77.44,FLD00081,19807,Rice,Cereal,Kharif,Sub-Humid,281.0,48.0,209.0,7.3,0.86,1.0,22,11.5,850,673,209,483,627.0,28.6,28.6,73.0,5.7,1.12,0.59,0.67,0.018,0.55,0.54,0.56,0.6,0.67,0.64,0.46,0.45,0.3,0.34,140,15.0,0.0,Rice,4769.0,0.0,Kharif,0.5933333333333334,0.04818944098266986,0.02514285714285709
82,HR042,12.86,80.61,FLD00082,5138,Rice,Cereal,Kharif,Plateau,222.0,42.0,214.0,7.2,0.8,6.0,33,12.3,1103,1016,318,630,961.0,30.5,30.5,67.0,5.9,1.12,0.6,0.67,0.022,0.56,0.53,0.58,0.61,0.66,0.67,0.47,0.46,0.26,0.35,152,1.0,1.0,Rice,1130.0,0.0,Kharif,0.6016666666666667,0.05079916884709391,0.02771428571428566
83,MH016,15.13,83.46,FLD00083,9842,Rice,Cereal,Kharif,Coastal,306.0,40.0,184.0,6.3,0.81,4.0,36,11.3,824,780,343,488,716.0,30.6,30.6,78.0,5.9,1.12,0.59,0.64,0.012,0.57,0.56,0.54,0.6,0.64,0.63,0.47,0.49,0.3,0.32,151,0.0,2.0,Rice,2466.0,0.0,Kharif,0.59,0.036514837167011066,0.01714285714285715
84,PB040,24.04,71.65,FLD00084,13791,Rice,Cereal,Kharif,Humid,219.0,36.0,180.0,6.4,0.75,6.0,24,7.7,2000,1734,718,1265,1639.0,27.6,27.6,86.0,5.5,1.12,0.59,0.66,0.028,0.51,0.52,0.57,0.62,0.66,0.65,0.44,0.45,0.28,0.34,153,2.0,2.0,Rice,2911.0,0.0,Kharif,0.5883333333333334,0.05927806414592914,0.03342857142857142
85,AP011,29.06,80.46,FLD00085,17828,Rice,Cereal,Kharif,Humid,275.0,32.0,204.0,7.3,0.56,4.0,30,9.0,1757,1501,509,1193,1284.0,27.5,27.5,80.0,5.7,1.12,0.59,0.67,0.022,0.53,0.53,0.55,0.63,0.67,0.64,0.45,0.44,0.35,0.29,156,10.0,1.0,Rice,4118.0,0.0,Kharif,0.5916666666666667,0.05669117117231649,0.02999999999999995
86,PB046,13.58,89.21,FLD00086,5579,Rice,Cereal,Kharif,Semi-Arid,287.0,35.0,211.0,6.3,0.94,3.0,28,16.6,792,653,245,509,559.0,28.7,28.7,61.0,6.2,1.12,0.6,0.65,0.018,0.56,0.56,0.56,0.6,0.65,0.65,0.47,0.49,0.33,0.28,141,4.0,0.0,Rice,1315.0,0.0,Kharif,0.5966666666666667,0.04027681991198189,0.021714285714285728
87,PB049,29.96,85.52,FLD00087,17000,Rice,Cereal,Kharif,Humid,242.0,32.0,170.0,7.7,0.51,5.0,31,8.2,2620,2424,1072,1455,2085.0,27.6,27.6,79.0,6.3,1.12,0.61,0.66,0.016,0.57,0.54,0.6,0.66,0.63,0.65,0.47,0.45,0.34,0.3,163,8.0,1.0,Rice,3946.0,0.0,Kharif,0.6083333333333333,0.0429793231940921,0.02085714285714287
88,MP005,11.7,71.91,FLD00088,7187,Rice,Cereal,Kharif,Plateau,195.0,41.0,186.0,6.3,0.63,3.0,32,12.9,984,800,272,491,692.0,27.2,27.2,63.0,6.2,1.12,0.6,0.67,0.024,0.54,0.53,0.55,0.62,0.67,0.66,0.46,0.46,0.27,0.35,158,10.0,1.0,Rice,1687.0,0.0,Kharif,0.5950000000000001,0.05737304826019502,0.03114285714285711
89,UP010,22.07,74.3,FLD00089,19034,Rice,Cereal,Kharif,Plateau,203.0,50.0,201.0,7.7,0.69,4.0,29,9.8,828,626,225,432,582.0,30.5,30.5,63.0,5.4,1.12,0.59,0.65,0.026,0.52,0.52,0.59,0.61,0.64,0.65,0.45,0.46,0.28,0.33,154,6.0,0.0,Rice,4011.0,0.0,Kharif,0.5883333333333333,0.052094998693625945,0.029428571428571422
90,KA006,13.96,82.92,FLD00090,18259,Rice,Cereal,Kharif,Arid,264.0,31.0,175.0,7.7,0.52,5.0,33,23.2,351,298,106,204,266.0,32.1,32.1,49.0,6.4,1.12,0.59,0.66,0.03,0.51,0.55,0.56,0.62,0.65,0.66,0.42,0.46,0.29,0.28,148,6.0,1.0,Rice,4532.0,0.0,Kharif,0.5916666666666667,0.05520165053893064,0.0317142857142857
91,UP031,30.44,75.39,FLD00091,11266,Rice,Cereal,Kharif,Mountain,319.0,43.0,214.0,7.6,0.74,1.0,28,8.4,2206,1917,583,1461,1697.0,18.8,18.8,76.0,6.2,1.12,0.6,0.68,0.022,0.57,0.52,0.58,0.61,0.67,0.68,0.47,0.46,0.27,0.35,155,2.0,1.0,Rice,2645.0,0.0,Kharif,0.605,0.05619905100029124,0.029428571428571488
92,HR021,34.92,78.47,FLD00092,8875,Rice,Cereal,Kharif,Mountain,271.0,46.0,173.0,7.2,0.67,5.0,38,8.1,1671,1532,645,1216,1310.0,21.4,21.4,62.0,5.3,1.12,0.59,0.67,0.028,0.51,0.54,0.56,0.63,0.67,0.65,0.42,0.47,0.36,0.27,141,2.0,0.0,Rice,2045.0,0.0,Kharif,0.5933333333333334,0.0596284793999944,0.03314285714285713
93,UP005,25.49,86.93,FLD00093,19101,Rice,Cereal,Kharif,Semi-Arid,275.0,50.0,220.0,7.0,0.66,3.0,24,17.8,723,656,291,478,609.0,28.7,28.7,64.0,6.5,1.12,0.6,0.64,0.018,0.55,0.56,0.56,0.64,0.64,0.64,0.45,0.48,0.31,0.34,162,2.0,1.0,Rice,4266.0,0.0,Kharif,0.5983333333333334,0.041799787346614825,0.02200000000000004
94,TN041,12.46,84.68,FLD00094,15016,Rice,Cereal,Kharif,Coastal,206.0,43.0,188.0,6.5,0.54,3.0,30,7.0,2613,2463,1042,1807,2145.0,30.2,30.2,74.0,5.5,1.12,0.6,0.65,0.024,0.53,0.56,0.59,0.6,0.65,0.65,0.44,0.47,0.35,0.29,140,5.0,1.0,Rice,3329.0,0.0,Kharif,0.5966666666666667,0.04384315479321968,0.02514285714285711
95,TN011,25.77,81.56,FLD00095,17423,Rice,Cereal,Kharif,Humid,295.0,30.0,174.0,6.4,0.65,4.0,22,6.7,3018,2490,1020,1766,2338.0,28.6,28.6,84.0,5.1,1.12,0.6,0.65,0.022,0.54,0.55,0.58,0.62,0.63,0.65,0.47,0.46,0.32,0.35,159,16.0,2.0,Rice,3939.0,0.0,Kharif,0.595,0.04112987559751021,0.023714285714285688
96,HR036,15.95,71.92,FLD00096,11437,Rice,Cereal,Kharif,Sub-Humid,305.0,32.0,176.0,6.5,0.71,3.0,35,9.0,863,682,269,542,611.0,28.4,28.4,74.0,5.2,1.12,0.6,0.66,0.028,0.52,0.55,0.55,0.65,0.65,0.66,0.43,0.47,0.29,0.28,165,13.0,0.0,Rice,2442.0,0.0,Kharif,0.5966666666666667,0.05763872155263527,0.0314285714285714
97,PB027,23.35,71.71,FLD00097,10632,Rice,Cereal,Kharif,Plateau,238.0,45.0,177.0,7.5,0.89,1.0,37,12.8,1136,982,329,647,890.0,28.4,28.4,70.0,6.3,1.12,0.6,0.67,0.016,0.56,0.56,0.58,0.6,0.67,0.64,0.49,0.49,0.33,0.27,141,8.0,1.0,Rice,2258.0,0.0,Kharif,0.6016666666666667,0.040994579587496145,0.02142857142857142
98,KA039,18.71,89.95,FLD00098,15276,Rice,Cereal,Kharif,Plateau,246.0,38.0,178.0,6.0,0.77,5.0,30,14.0,1182,994,428,752,886.0,29.7,29.7,63.0,5.8,1.12,0.6,0.68,0.028,0.54,0.55,0.6,0.6,0.63,0.68,0.47,0.48,0.35,0.35,153,6.0,1.0,Rice,3367.0,0.0,Kharif,0.6,0.04725815626252608,0.02685714285714283
99,AP026,21.44,79.46,FLD00099,7821,Rice,Cereal,Kharif,Humid,216.0,47.0,221.0,5.9,0.93,3.0,27,5.2,2173,2029,881,1225,1898.0,28.3,28.3,82.0,5.5,1.12,0.6,0.67,0.016,0.57,0.53,0.56,0.64,0.67,0.65,0.49,0.45,0.26,0.31,148,11.0,1.0,Rice,1999.0,0.0,Kharif,0.6033333333333334,0.0521749194749951,0.02571428571428575
100,PB011,30.17,82.48,FLD00100,5920,Rice,Cereal,Kharif,Mountain,196.0,37.0,234.0,6.6,0.87,5.0,38,7.2,1689,1562,515,955,1358.0,16.3,16.3,82.0,5.1,1.12,0.6,0.65,0.018,0.56,0.55,0.58,0.61,0.63,0.65,0.48,0.46,0.34,0.32,151,9.0,1.0,Rice,1322.0,0.0,Kharif,0.5966666666666666,0.03636237371545237,0.02057142857142858
101,GJ019,33.94,89.98,FLD00101,16286,Rice,Cereal,Kharif,Mountain,187.0,40.0,176.0,6.1,0.77,6.0,27,12.2,1746,1403,507,847,1320.0,23.8,23.8,75.0,6.2,1.12,0.6,0.69,0.028,0.55,0.52,0.56,0.65,0.64,0.69,0.47,0.44,0.3,0.3,140,10.0,1.0,Rice,3422.0,0.0,Kharif,0.6016666666666667,0.0614862224856557,0.032857142857142835
102,HR007,23.54,86.49,FLD00102,11506,Rice,Cereal,Kharif,Sub-Humid,181.0,44.0,217.0,6.9,0.79,3.0,29,11.4,1096,835,374,607,725.0,29.6,29.6,72.0,5.4,1.12,0.62,0.67,0.022,0.56,0.57,0.59,0.65,0.66,0.67,0.48,0.49,0.32,0.35,162,8.0,1.0,Rice,2886.0,0.0,Kharif,0.6166666666666666,0.04459696053419886,0.02514285714285718
103,HR013,17.77,70.71,FLD00103,16601,Rice,Cereal,Kharif,Humid,267.0,51.0,198.0,7.2,0.81,1.0,31,7.5,2931,2297,915,1634,2119.0,26.2,26.2,79.0,5.7,1.12,0.61,0.68,0.022,0.57,0.57,0.58,0.61,0.64,0.68,0.48,0.5,0.29,0.31,163,10.0,1.0,Rice,4436.0,0.0,Kharif,0.6083333333333333,0.04058598553961977,0.022571428571428607
104,HR005,11.07,82.69,FLD00104,14507,Rice,Cereal,Kharif,Humid,300.0,34.0,234.0,6.0,0.83,5.0,29,7.1,2983,2746,880,1757,2373.0,26.6,26.6,82.0,5.9,1.12,0.6,0.66,0.014,0.56,0.54,0.58,0.61,0.66,0.63,0.47,0.47,0.27,0.34,169,10.0,1.0,Rice,3771.0,0.0,Kharif,0.5966666666666667,0.04109609335312651,0.021142857142857126
105,MP026,25.88,87.29,FLD00105,15379,Rice,Cereal,Kharif,Mountain,289.0,43.0,219.0,5.8,0.76,0.0,31,14.6,2219,2000,759,1207,1875.0,16.0,16.0,82.0,6.1,1.12,0.6,0.67,0.026,0.52,0.54,0.58,0.61,0.67,0.65,0.44,0.47,0.33,0.29,147,7.0,2.0,Rice,3958.0,0.0,Kharif,0.595,0.05439056290693574,0.03057142857142861
106,TN011,29.92,79.8,FLD00106,17289,Rice,Cereal,Kharif,Sub-Humid,283.0,28.0,199.0,6.2,0.97,6.0,20,10.9,936,725,294,549,661.0,28.1,28.1,76.0,6.0,1.12,0.6,0.65,0.02,0.55,0.55,0.54,0.64,0.65,0.65,0.47,0.47,0.27,0.33,164,3.0,2.0,Rice,3596.0,0.0,Kharif,0.5966666666666667,0.050221730577731195,0.025714285714285683
107,HR039,23.23,83.25,FLD00107,9423,Rice,Cereal,Kharif,Humid,215.0,41.0,183.0,6.8,0.8,3.0,23,8.9,2219,1752,578,1143,1540.0,27.1,27.1,81.0,5.3,1.12,0.6,0.64,0.018,0.54,0.57,0.58,0.63,0.64,0.63,0.45,0.47,0.32,0.3,162,3.0,0.0,Rice,2319.0,0.0,Kharif,0.5983333333333333,0.03715582801601326,0.02028571428571428
108,TN030,24.47,72.03,FLD00108,9192,Rice,Cereal,Kharif,Arid,255.0,36.0,229.0,5.9,0.89,2.0,21,23.5,342,311,107,232,290.0,30.6,30.6,45.0,6.1,1.12,0.6,0.67,0.024,0.53,0.57,0.6,0.61,0.67,0.65,0.45,0.47,0.3,0.3,141,10.0,0.0,Rice,2330.0,0.0,Kharif,0.605,0.04681523968396047,0.025999999999999975
109,KA008,26.0,82.98,FLD00109,18056,Rice,Cereal,Kharif,Humid,213.0,50.0,177.0,7.8,0.91,4.0,33,9.6,2188,1992,800,1267,1868.0,26.5,26.5,85.0,5.5,1.12,0.6,0.67,0.026,0.54,0.54,0.6,0.62,0.63,0.67,0.44,0.47,0.31,0.34,140,6.0,2.0,Rice,4375.0,0.0,Kharif,0.6,0.04725815626252608,0.026857142857142843
110,HR007,27.46,80.38,FLD00110,16276,Rice,Cereal,Kharif,Plateau,290.0,49.0,201.0,6.8,0.82,0.0,32,9.0,1221,1133,444,682,1019.0,31.6,31.6,75.0,5.8,1.12,0.59,0.66,0.024,0.52,0.55,0.56,0.66,0.63,0.64,0.45,0.46,0.29,0.3,155,10.0,2.0,Rice,3801.0,0.0,Kharif,0.5933333333333334,0.052174919474995085,0.02685714285714284
111,MH007,29.98,81.32,FLD00111,13148,Rice,Cereal,Kharif,Mountain,283.0,41.0,174.0,6.9,0.5,4.0,29,14.1,3203,2534,1015,2002,2238.0,19.6,19.6,74.0,5.1,1.12,0.59,0.66,0.016,0.55,0.54,0.57,0.6,0.66,0.63,0.46,0.46,0.34,0.32,147,0.0,1.0,Rice,3063.0,0.0,Kharif,0.5916666666666667,0.04297932319409208,0.022571428571428524
112,MP007,27.94,79.85,FLD00112,18465,Rice,Cereal,Kharif,Arid,245.0,47.0,195.0,6.2,0.95,1.0,26,19.6,450,354,124,266,305.0,30.3,30.3,54.0,5.9,1.12,0.6,0.67,0.026,0.54,0.55,0.57,0.66,0.62,0.67,0.46,0.47,0.32,0.35,161,4.0,0.0,Rice,4428.0,0.0,Kharif,0.6016666666666667,0.05145116346811044,0.02714285714285711
113,HR039,24.61,72.57,FLD00113,11347,Rice,Cereal,Kharif,Semi-Arid,262.0,44.0,219.0,6.6,0.79,0.0,27,12.2,675,637,234,399,560.0,29.7,29.7,63.0,6.1,1.12,0.6,0.66,0.02,0.55,0.57,0.58,0.61,0.66,0.65,0.46,0.49,0.36,0.32,163,1.0,0.0,Rice,2686.0,0.0,Kharif,0.6033333333333334,0.04068851871911235,0.022857142857142857
114,UP036,22.74,84.21,FLD00114,17464,Rice,Cereal,Kharif,Plateau,302.0,46.0,223.0,7.1,0.93,5.0,29,14.1,1082,986,373,596,912.0,26.9,26.9,66.0,6.0,1.12,0.6,0.67,0.014,0.57,0.56,0.55,0.6,0.67,0.64,0.49,0.47,0.3,0.32,146,10.0,2.0,Rice,4389.0,0.0,Kharif,0.5983333333333333,0.04374801582802229,0.020857142857142883
115,TN033,27.24,87.94,FLD00115,11371,Rice,Cereal,Kharif,Mountain,253.0,50.0,176.0,7.7,0.69,2.0,30,14.7,1120,842,284,609,792.0,23.8,23.8,67.0,6.3,1.12,0.61,0.68,0.018,0.56,0.55,0.58,0.64,0.68,0.65,0.47,0.47,0.27,0.27,166,9.0,2.0,Rice,2512.0,0.0,Kharif,0.61,0.048989794855663564,0.025714285714285717
116,KA038,18.57,81.13,FLD00116,7131,Rice,Cereal,Kharif,Arid,245.0,28.0,212.0,6.7,0.95,4.0,24,24.3,402,305,134,220,270.0,34.0,34.0,53.0,5.7,1.12,0.6,0.66,0.024,0.54,0.57,0.57,0.64,0.63,0.66,0.46,0.48,0.35,0.32,158,1.0,0.0,Rice,1691.0,0.0,Kharif,0.6016666666666667,0.043748015828022305,0.024285714285714275
117,PB049,29.01,82.37,FLD00117,12780,Rice,Cereal,Kharif,Semi-Arid,182.0,31.0,214.0,6.7,0.93,5.0,27,17.7,849,787,281,597,670.0,28.5,28.5,59.0,5.4,1.12,0.6,0.68,0.024,0.56,0.54,0.59,0.62,0.63,0.68,0.47,0.46,0.35,0.28,163,8.0,1.0,Rice,2837.0,0.0,Kharif,0.6033333333333334,0.04642796092394706,0.025714285714285696
118,TN044,11.31,83.41,FLD00118,17674,Rice,Cereal,Kharif,Plateau,288.0,31.0,196.0,6.9,0.84,0.0,33,12.5,723,650,209,449,604.0,28.0,28.0,64.0,5.1,1.12,0.6,0.66,0.022,0.55,0.53,0.56,0.62,0.66,0.66,0.45,0.46,0.31,0.33,141,5.0,2.0,Rice,3739.0,0.0,Kharif,0.5966666666666668,0.05249338582674541,0.02857142857142856
119,UP033,21.71,84.02,FLD00119,6189,Rice,Cereal,Kharif,Plateau,207.0,37.0,208.0,7.0,0.64,1.0,32,10.8,681,575,218,360,543.0,28.3,28.3,66.0,6.2,1.12,0.62,0.69,0.032,0.53,0.57,0.6,0.65,0.66,0.69,0.43,0.5,0.28,0.25,157,6.0,2.0,Rice,1459.0,0.0,Kharif,0.6166666666666667,0.05527707983925666,0.03199999999999995
120,UP014,15.67,70.2,FLD00120,8441,Rice,Cereal,Kharif,Coastal,285.0,48.0,235.0,6.1,0.59,5.0,28,7.2,1171,1035,398,632,946.0,30.3,30.3,77.0,6.5,1.12,0.59,0.65,0.024,0.53,0.52,0.55,0.64,0.65,0.65,0.44,0.45,0.27,0.33,157,5.0,0.0,Rice,2067.0,0.0,Kharif,0.59,0.05744562646538028,0.03085714285714284
121,HR010,16.57,83.19,FLD00121,16361,Rice,Cereal,Kharif,Humid,273.0,38.0,224.0,6.1,0.65,2.0,27,8.6,2512,2103,895,1318,1862.0,27.9,27.9,82.0,6.3,1.12,0.59,0.68,0.028,0.54,0.52,0.58,0.6,0.64,0.68,0.47,0.43,0.33,0.33,154,7.0,2.0,Rice,3707.0,0.0,Kharif,0.5933333333333334,0.05497474167490215,0.030857142857142868
122,HR038,26.99,82.63,FLD00122,18314,Rice,Cereal,Kharif,Arid,283.0,52.0,197.0,7.6,0.76,5.0,37,19.7,448,349,125,271,314.0,33.5,33.5,52.0,6.3,1.12,0.61,0.67,0.028,0.53,0.55,0.58,0.65,0.67,0.67,0.44,0.47,0.31,0.28,144,5.0,1.0,Rice,4562.0,0.0,Kharif,0.6083333333333333,0.05727613425813195,0.03228571428571428
123,MH015,24.72,79.67,FLD00123,10878,Rice,Cereal,Kharif,Semi-Arid,304.0,35.0,178.0,6.3,0.61,0.0,26,14.1,684,566,247,439,535.0,28.2,28.2,66.0,6.0,1.12,0.6,0.66,0.018,0.56,0.53,0.57,0.61,0.66,0.65,0.48,0.46,0.31,0.3,143,13.0,0.0,Rice,2488.0,0.0,Kharif,0.5966666666666667,0.047492689495916694,0.02514285714285711
124,RJ039,26.34,76.9,FLD00124,17986,Rice,Cereal,Kharif,Sub-Humid,181.0,44.0,187.0,6.7,0.61,5.0,28,9.1,945,738,288,563,662.0,29.0,29.0,69.0,5.6,1.12,0.6,0.64,0.02,0.54,0.55,0.58,0.62,0.64,0.64,0.46,0.46,0.31,0.35,150,0.0,0.0,Rice,3737.0,0.0,Kharif,0.5950000000000001,0.04072263907623538,0.02314285714285716
125,HR037,28.45,80.33,FLD00125,11642,Rice,Cereal,Kharif,Sub-Humid,184.0,51.0,206.0,7.7,0.6,5.0,35,12.3,937,743,268,467,651.0,28.7,28.7,76.0,6.2,1.12,0.59,0.63,0.012,0.57,0.55,0.55,0.62,0.63,0.63,0.49,0.48,0.32,0.34,159,1.0,2.0,Rice,2482.0,0.0,Kharif,0.5916666666666667,0.035784850922639805,0.017428571428571422
126,PB033,28.03,82.0,FLD00126,19381,Rice,Cereal,Kharif,Humid,210.0,30.0,231.0,7.1,0.93,5.0,20,9.5,2786,2467,899,1687,2328.0,28.5,28.5,78.0,6.0,1.12,0.61,0.67,0.022,0.56,0.54,0.58,0.64,0.67,0.67,0.46,0.45,0.3,0.28,153,0.0,0.0,Rice,4498.0,0.0,Kharif,0.61,0.052281290471193745,0.028571428571428553
