crop,temperature,humidity,rainfall,growth_duration,area,water_requirement
Cotton,37.25,38.56,14.55,180,1.0,1.0
Chickpea,26.3,22.25,17.55,100,1.0,1.0
Banana,34.45,22.37,15.21,365,1.0,1.0
Wheat,44.57,51.77,7.0,120,1.0,1.23
Wheat,31.31,64.93,12.67,120,1.0,1.0
Cotton,17.92,46.43,15.68,180,1.0,1.0
Wheat,16.27,79.24,3.98,120,1.0,1.0
Banana,36.13,28.61,9.11,365,1.0,1.31
Rice,33.08,29.07,8.81,150,1.0,1.16
Rice,32.51,23.33,9.88,150,1.0,1.0
Tomato,27.78,78.25,17.26,120,1.0,1.0
Sugarcane,41.06,34.81,10.79,365,1.0,1.0
Rice,43.09,27.29,3.14,150,1.0,6.03
Cotton,31.11,65.68,5.51,180,1.0,1.0
Chickpea,42.59,63.55,1.95,100,1.0,2.11
Chickpea,42.88,30.46,8.4,100,1.0,1.0
Banana,37.42,79.98,13.57,365,1.0,1.0
Cotton,36.79,87.28,1.8,180,1.0,1.96
Rice,23.78,54.82,13.3,150,1.0,1.0
Potato,44.93,63.06,8.75,100,1.0,1.0
Rice,42.9,75.87,4.56,150,1.0,3.15
Maize,33.99,46.97,9.79,110,1.0,1.0
Maize,41.7,85.55,13.68,110,1.0,1.0
Maize,23.49,87.15,14.01,110,1.0,1.0
Tomato,44.86,82.02,13.03,120,1.0,1.0
Sugarcane,15.01,44.58,11.04,365,1.0,1.0
Maize,18.84,83.6,1.71,110,1.0,1.0
Tomato,28.95,46.27,7.81,120,1.0,1.0
Onion,40.75,64.79,14.23,130,1.0,1.0
Banana,15.47,61.59,7.48,365,1.0,1.0
Rice,38.75,40.41,13.61,150,1.0,1.0
Sugarcane,18.95,73.09,2.43,365,1.0,1.18
Onion,39.5,78.29,13.54,130,1.0,1.0
Wheat,22.7,24.51,9.07,120,1.0,1.0
Wheat,29.86,41.92,17.64,120,1.0,1.0
Chickpea,40.8,78.45,6.25,100,1.0,1.0
Wheat,27.23,33.82,7.2,120,1.0,1.0
Maize,40.23,85.76,7.08,110,1.0,1.0
Rice,17.53,74.34,19.19,150,1.0,1.0
Banana,19.76,52.66,14.57,365,1.0,1.0
Onion,20.35,50.36,5.73,130,1.0,1.0
Potato,35.62,59.55,2.74,100,1.0,1.85
Sugarcane,26.75,64.69,8.05,365,1.0,1.0
Banana,43.7,35.58,11.72,365,1.0,1.18
Tomato,21.95,31.76,9.64,120,1.0,1.0
Wheat,27.0,52.18,8.67,120,1.0,1.0
Cotton,40.45,59.28,19.36,180,1.0,1.0
Maize,15.94,81.03,1.92,110,1.0,1.0
Cotton,21.35,58.19,16.79,180,1.0,1.0
Rice,30.64,80.53,0.17,150,1.0,3.51
Rice,20.67,40.91,12.62,150,1.0,1.0
Wheat,37.06,47.52,17.68,120,1.0,1.0
Cotton,41.62,80.4,15.55,180,1.0,1.0
Sugarcane,40.79,80.63,7.46,365,1.0,1.0
Rice,18.81,28.84,1.87,150,1.0,2.59
Tomato,25.6,81.25,14.61,120,1.0,1.0
Onion,28.63,56.0,13.96,130,1.0,1.0
Banana,34.54,56.98,8.64,365,1.0,1.0
Potato,39.23,48.15,19.34,100,1.0,1.0
Cotton,19.85,44.83,11.5,180,1.0,1.0
Rice,37.78,87.17,13.02,150,1.0,1.0
Maize,39.6,34.52,0.27,110,1.0,4.72
Onion,34.11,63.87,8.9,130,1.0,1.0
Maize,20.25,65.53,12.75,110,1.0,1.0
Potato,25.05,58.29,13.92,100,1.0,1.0
Sugarcane,23.18,45.29,0.91,365,1.0,2.89
Wheat,26.35,78.52,5.16,120,1.0,1.0
Tomato,43.09,50.15,8.87,120,1.0,1.0
Chickpea,25.87,89.63,1.24,100,1.0,1.0
Potato,34.83,24.21,6.88,100,1.0,1.0
Sugarcane,34.79,66.24,11.96,365,1.0,1.0
Onion,24.39,37.57,13.31,130,1.0,1.0
Sugarcane,23.6,22.14,13.32,365,1.0,1.0
Onion,18.95,68.5,7.13,130,1.0,1.0
Cotton,20.47,45.19,16.63,180,1.0,1.0
Cotton,38.97,29.18,17.01,180,1.0,1.0
Onion,42.95,42.66,14.04,130,1.0,1.0
Maize,44.98,55.5,10.63,110,1.0,1.0
Tomato,15.99,88.45,2.29,120,1.0,1.0
Onion,23.99,79.77,3.56,130,1.0,1.0
Maize,34.16,40.0,16.9,110,1.0,1.0
Potato,18.06,51.35,18.68,100,1.0,1.0
Banana,31.08,32.49,18.09,365,1.0,1.0
Tomato,27.84,49.77,5.86,120,1.0,1.0
Wheat,43.16,48.2,7.1,120,1.0,1.11
Chickpea,16.28,22.53,13.71,100,1.0,1.0
Sugarcane,33.92,55.31,18.84,365,1.0,1.0
Potato,17.26,58.97,3.41,100,1.0,1.0
Cotton,17.18,89.32,19.05,180,1.0,1.0
Onion,20.61,48.68,15.37,130,1.0,1.0
Banana,21.56,36.86,13.38,365,1.0,1.0
Maize,39.86,88.17,9.9,110,1.0,1.0
Wheat,42.97,52.51,0.28,120,1.0,4.36
Sugarcane,30.34,27.45,5.88,365,1.0,1.76
Tomato,40.99,65.11,7.4,120,1.0,1.0
Chickpea,36.82,29.05,17.22,100,1.0,1.0
Wheat,27.13,49.41,0.16,120,1.0,2.74
Tomato,15.19,55.16,6.43,120,1.0,1.0
Chickpea,28.34,37.83,4.25,100,1.0,1.0
Tomato,30.2,61.24,5.02,120,1.0,1.0
Wheat,23.17,74.93,5.05,120,1.0,1.0
Tomato,38.65,52.79,12.67,120,1.0,1.0
Wheat,21.1,52.86,12.9,120,1.0,1.0
Banana,43.36,35.67,18.16,365,1.0,1.0
Sugarcane,20.85,78.2,1.36,365,1.0,1.77
Potato,34.59,50.47,19.97,100,1.0,1.0
Rice,23.5,70.06,13.81,150,1.0,1.0
Onion,15.07,43.12,15.09,130,1.0,1.0
Chickpea,43.41,28.87,14.88,100,1.0,1.0
Potato,44.7,78.34,8.37,100,1.0,1.0
Banana,22.86,48.39,0.51,365,1.0,3.14
Wheat,29.25,87.7,15.97,120,1.0,1.0
Banana,19.55,74.51,9.03,365,1.0,1.0
Maize,42.76,87.36,10.89,110,1.0,1.0
Chickpea,44.72,28.51,14.1,100,1.0,1.0
Wheat,29.1,56.29,17.59,120,1.0,1.0
Potato,18.8,46.76,17.38,100,1.0,1.0
Banana,28.86,37.26,8.88,365,1.0,1.0
Chickpea,35.8,67.17,4.94,100,1.0,1.0
Cotton,26.34,49.94,4.34,180,1.0,1.0
Tomato,37.3,83.9,15.57,120,1.0,1.0
Rice,44.05,77.23,4.23,150,1.0,3.44
Wheat,24.2,89.97,8.87,120,1.0,1.0
Maize,40.59,63.06,9.33,110,1.0,1.0
Tomato,18.21,64.0,0.97,120,1.0,1.54
Cotton,34.09,67.86,0.24,180,1.0,2.97
Tomato,28.27,48.51,5.79,120,1.0,1.0
Maize,21.92,62.38,13.65,110,1.0,1.0
Sugarcane,27.98,46.98,10.06,365,1.0,1.0
Onion,23.36,68.93,10.36,130,1.0,1.0
Maize,15.87,27.06,13.45,110,1.0,1.0
Sugarcane,29.04,33.74,4.89,365,1.0,1.9
Chickpea,38.34,56.31,18.14,100,1.0,1.0
Rice,19.23,60.34,14.78,150,1.0,1.0
Rice,17.12,88.38,15.51,150,1.0,1.0
Tomato,16.01,61.02,11.66,120,1.0,1.0
Rice,28.29,29.98,9.44,150,1.0,1.0
Banana,30.25,56.47,6.62,365,1.0,1.0
Banana,25.33,85.63,18.34,365,1.0,1.0
Cotton,18.42,32.73,11.85,180,1.0,1.0
Maize,30.93,23.92,10.7,110,1.0,1.0
Potato,25.63,68.1,11.72,100,1.0,1.0
Rice,19.39,28.66,19.15,150,1.0,1.0
Onion,34.57,77.51,8.52,130,1.0,1.0
Sugarcane,17.23,34.54,8.68,365,1.0,1.0
Onion,30.59,81.54,10.89,130,1.0,1.0
Sugarcane,40.4,76.35,0.65,365,1.0,4.26
Tomato,19.89,89.85,4.64,120,1.0,1.0
Onion,37.46,86.01,5.48,130,1.0,1.0
Maize,26.15,80.73,7.88,110,1.0,1.0
Banana,22.99,59.14,12.98,365,1.0,1.0
Potato,23.67,37.41,16.64,100,1.0,1.0
Wheat,23.98,73.26,3.83,120,1.0,1.0
Chickpea,36.31,45.51,12.96,100,1.0,1.0
Onion,20.03,45.16,3.35,130,1.0,1.0
Tomato,31.64,88.06,19.5,120,1.0,1.0
Cotton,28.48,66.32,19.92,180,1.0,1.0
Maize,21.41,43.73,16.7,110,1.0,1.0
Chickpea,16.79,61.04,0.96,100,1.0,1.0
Rice,20.51,77.58,19.67,150,1.0,1.0
Banana,21.82,81.91,7.66,365,1.0,1.0
Onion,23.69,31.07,2.72,130,1.0,1.29
Potato,25.69,80.36,8.36,100,1.0,1.0
Cotton,21.75,32.0,0.84,180,1.0,2.22
Rice,33.39,51.89,9.73,150,1.0,1.0
Potato,43.38,43.17,18.82,100,1.0,1.0
Rice,32.49,33.55,19.91,150,1.0,1.0
Chickpea,29.22,82.26,19.0,100,1.0,1.0
Onion,26.47,66.34,5.35,130,1.0,1.0
Wheat,32.09,32.68,3.89,120,1.0,1.73
Potato,39.58,36.13,11.04,100,1.0,1.0
Rice,44.59,39.69,0.9,150,1.0,6.91
Chickpea,32.7,24.92,8.6,100,1.0,1.0
Banana,25.54,52.66,9.34,365,1.0,1.0
Potato,36.3,52.45,5.82,100,1.0,1.0
Potato,19.69,76.34,2.31,100,1.0,1.0
Cotton,44.9,67.72,9.76,180,1.0,1.0
Potato,23.36,59.01,18.71,100,1.0,1.0
Maize,20.35,38.06,12.59,110,1.0,1.0
Chickpea,23.88,84.22,0.55,100,1.0,1.19
Chickpea,18.97,44.28,13.05,100,1.0,1.0
Banana,39.17,62.79,14.98,365,1.0,1.0
Banana,15.61,70.27,1.57,365,1.0,1.53
Potato,41.59,31.6,15.85,100,1.0,1.0
Onion,17.94,30.21,19.14,130,1.0,1.0
Rice,21.48,66.41,5.95,150,1.0,1.0
Cotton,17.83,88.03,10.3,180,1.0,1.0
Rice,35.48,23.43,3.85,150,1.0,4.27
Chickpea,28.08,32.25,6.93,100,1.0,1.0
Tomato,37.05,72.4,9.57,120,1.0,1.0
Potato,26.92,45.96,10.98,100,1.0,1.0
Onion,37.68,39.87,17.32,130,1.0,1.0
Wheat,19.86,85.32,0.12,120,1.0,1.64
Rice,22.3,24.11,13.82,150,1.0,1.0
Cotton,39.17,23.69,19.13,180,1.0,1.0
Maize,37.91,27.11,8.26,110,1.0,1.0
Banana,25.29,33.26,18.41,365,1.0,1.0
Cotton,26.41,81.67,19.13,180,1.0,1.0
Onion,20.74,69.34,7.86,130,1.0,1.0
Onion,15.88,89.58,1.63,130,1.0,1.0
Chickpea,35.98,25.16,3.47,100,1.0,1.51
Rice,32.74,87.08,0.74,150,1.0,3.27
Onion,40.93,38.83,8.72,130,1.0,1.0
Tomato,25.73,55.39,1.77,120,1.0,1.86
Wheat,30.5,38.84,0.5,120,1.0,3.11
Maize,44.53,23.71,16.86,110,1.0,1.0
Wheat,17.57,47.41,10.3,120,1.0,1.0
Sugarcane,31.06,75.64,2.39,365,1.0,2.27
Maize,44.95,21.25,15.64,110,1.0,1.0
Cotton,18.86,40.82,19.22,180,1.0,1.0
Sugarcane,31.29,40.53,12.85,365,1.0,1.0
Wheat,34.63,66.0,14.79,120,1.0,1.0
Potato,18.78,41.19,11.94,100,1.0,1.0
Cotton,30.85,38.41,11.42,180,1.0,1.0
Sugarcane,39.46,85.34,10.35,365,1.0,1.0
Wheat,16.24,45.74,16.14,120,1.0,1.0
Potato,29.53,83.68,3.7,100,1.0,1.0
Chickpea,34.95,62.26,13.02,100,1.0,1.0
Wheat,34.49,50.04,5.59,120,1.0,1.0
Maize,21.04,60.47,6.75,110,1.0,1.0
Onion,17.9,37.57,13.38,130,1.0,1.0
Onion,30.14,61.22,14.49,130,1.0,1.0
Sugarcane,26.26,38.61,16.42,365,1.0,1.0
Cotton,22.68,38.92,13.64,180,1.0,1.0
Banana,34.67,53.94,3.24,365,1.0,3.16
Cotton,25.27,30.14,16.0,180,1.0,1.0
Rice,43.58,80.43,3.67,150,1.0,3.5
Sugarcane,44.95,35.61,1.2,365,1.0,6.36
Banana,21.27,69.77,19.47,365,1.0,1.0
Chickpea,44.25,70.35,18.45,100,1.0,1.0
Rice,28.05,21.17,2.69,150,1.0,3.61
Rice,35.14,77.82,7.51,150,1.0,1.0
Chickpea,20.4,31.79,16.55,100,1.0,1.0
Rice,36.25,74.19,10.52,150,1.0,1.0
Maize,35.38,70.76,3.26,110,1.0,1.71
Chickpea,29.85,49.66,16.24,100,1.0,1.0
Rice,35.92,55.59,7.73,150,1.0,1.27
Tomato,37.28,36.11,16.45,120,1.0,1.0
Tomato,42.72,65.68,7.97,120,1.0,1.0
Chickpea,27.69,49.44,3.54,100,1.0,1.0
Tomato,27.13,40.04,9.77,120,1.0,1.0
Chickpea,19.57,39.26,7.55,100,1.0,1.0
Maize,31.21,66.19,13.6,110,1.0,1.0
Onion,37.9,45.77,5.58,130,1.0,1.01
Tomato,26.73,70.33,8.97,120,1.0,1.0
Chickpea,36.36,56.95,1.47,100,1.0,1.96
Banana,35.99,70.57,17.01,365,1.0,1.0
Chickpea,35.42,43.78,15.06,100,1.0,1.0
Chickpea,22.03,55.7,8.39,100,1.0,1.0
Wheat,27.45,59.88,4.39,120,1.0,1.0
Chickpea,17.47,42.36,8.34,100,1.0,1.0
Maize,29.45,32.87,18.79,110,1.0,1.0
Chickpea,25.77,54.8,15.76,100,1.0,1.0
Rice,35.86,73.07,17.72,150,1.0,1.0
Sugarcane,19.45,86.88,16.16,365,1.0,1.0
Tomato,41.9,60.15,17.2,120,1.0,1.0
Cotton,27.14,78.03,11.51,180,1.0,1.0
Maize,44.24,77.84,4.52,110,1.0,1.84
Wheat,39.03,63.11,1.02,120,1.0,3.21
Rice,16.8,29.36,16.62,150,1.0,1.0
Maize,39.2,79.64,17.35,110,1.0,1.0
Potato,25.77,80.13,8.07,100,1.0,1.0
Rice,40.87,81.69,3.27,150,1.0,3.24
Wheat,39.03,56.61,14.13,120,1.0,1.0
Banana,41.55,46.36,3.58,365,1.0,4.39
Cotton,23.85,22.22,7.14,180,1.0,1.0
Sugarcane,25.04,56.03,17.02,365,1.0,1.0
Potato,44.9,22.98,3.47,100,1.0,3.61
Onion,20.63,81.2,14.01,130,1.0,1.0
Sugarcane,28.51,33.35,5.53,365,1.0,1.52
Maize,30.12,38.37,15.75,110,1.0,1.0
Wheat,40.56,56.44,10.67,120,1.0,1.0
Maize,16.9,40.32,2.36,110,1.0,1.11
Chickpea,27.61,85.03,11.99,100,1.0,1.0
Cotton,22.68,84.06,8.92,180,1.0,1.0
Rice,34.39,45.51,19.32,150,1.0,1.0
Tomato,34.5,84.12,4.04,120,1.0,1.0
Cotton,41.43,86.57,16.65,180,1.0,1.0
Chickpea,41.63,47.26,7.29,100,1.0,1.0
Potato,31.5,87.52,10.08,100,1.0,1.0
Tomato,26.14,87.12,5.35,120,1.0,1.0
Rice,34.97,71.93,15.1,150,1.0,1.0
Wheat,40.49,26.23,13.65,120,1.0,1.0
Sugarcane,26.71,72.49,19.45,365,1.0,1.0
Tomato,30.65,50.65,16.83,120,1.0,1.0
Maize,20.08,66.25,12.33,110,1.0,1.0
Cotton,22.29,24.69,19.59,180,1.0,1.0
Tomato,28.38,80.55,8.47,120,1.0,1.0
Rice,37.25,57.68,15.12,150,1.0,1.0
Banana,15.96,55.69,5.68,365,1.0,1.0
Onion,25.87,71.44,9.46,130,1.0,1.0
Wheat,34.04,87.2,17.58,120,1.0,1.0
Tomato,36.02,38.25,2.73,120,1.0,2.9
Onion,26.7,26.17,6.34,130,1.0,1.0
Onion,36.9,39.11,14.76,130,1.0,1.0
Cotton,25.81,79.44,4.83,180,1.0,1.0
Banana,16.51,33.76,9.93,365,1.0,1.0
Tomato,39.32,40.96,11.57,120,1.0,1.0
Maize,40.19,65.56,1.75,110,1.0,3.14
Cotton,44.52,30.35,9.42,180,1.0,1.0
Maize,35.95,79.22,9.66,110,1.0,1.0
Maize,43.0,45.81,2.72,110,1.0,3.64
Wheat,36.97,29.33,5.63,120,1.0,1.55
Banana,15.61,47.5,12.24,365,1.0,1.0
Wheat,40.41,81.49,10.28,120,1.0,1.0
Sugarcane,31.49,21.12,1.78,365,1.0,4.17
Rice,33.3,51.6,2.77,150,1.0,3.48
Wheat,31.82,59.58,14.38,120,1.0,1.0
Potato,19.38,34.29,17.43,100,1.0,1.0
Wheat,19.61,39.45,4.43,120,1.0,1.0
Onion,42.35,47.84,18.57,130,1.0,1.0
Sugarcane,19.32,70.51,8.84,365,1.0,1.0
Tomato,15.68,31.98,8.78,120,1.0,1.0
Tomato,35.32,32.69,2.45,120,1.0,3.09
Onion,18.64,25.76,4.29,130,1.0,1.0
Banana,41.45,82.08,6.01,365,1.0,1.73
Chickpea,27.07,81.99,19.21,100,1.0,1.0
Onion,41.82,88.98,13.7,130,1.0,1.0
Rice,23.28,85.82,9.77,150,1.0,1.0
Wheat,39.56,61.87,7.76,120,1.0,1.0
Wheat,36.88,89.43,15.34,120,1.0,1.0
Potato,17.14,66.34,11.98,100,1.0,1.0
Rice,34.77,57.09,13.59,150,1.0,1.0
Onion,17.85,34.89,5.24,130,1.0,1.0
Banana,18.29,62.05,2.32,365,1.0,1.51
Banana,23.84,29.97,17.79,365,1.0,1.0
Chickpea,34.2,70.92,18.84,100,1.0,1.0
Sugarcane,18.15,24.47,2.76,365,1.0,1.85
Wheat,40.96,23.1,3.63,120,1.0,3.27
Potato,29.62,75.03,19.53,100,1.0,1.0
Cotton,22.76,75.37,13.55,180,1.0,1.0
Onion,18.17,23.56,2.22,130,1.0,1.21
Wheat,16.25,45.34,10.04,120,1.0,1.0
Chickpea,22.87,54.81,6.21,100,1.0,1.0
Chickpea,26.75,58.47,9.85,100,1.0,1.0
Potato,24.97,61.66,16.44,100,1.0,1.0
Cotton,24.85,45.3,6.22,180,1.0,1.0
Maize,31.46,83.69,14.95,110,1.0,1.0
Rice,17.97,58.19,8.35,150,1.0,1.0
Cotton,32.56,41.21,13.11,180,1.0,1.0
Banana,41.07,47.52,0.54,365,1.0,5.78
Rice,35.09,67.75,0.14,150,1.0,4.51
Rice,41.05,60.14,2.12,150,1.0,4.74
Maize,43.71,46.7,7.55,110,1.0,1.3
Potato,29.82,68.53,1.64,100,1.0,1.7
Tomato,26.48,49.64,1.1,120,1.0,2.38
Maize,34.71,51.58,15.77,110,1.0,1.0
Chickpea,21.54,69.89,18.56,100,1.0,1.0
Rice,30.49,49.92,3.0,150,1.0,3.0
Wheat,17.19,30.05,12.1,120,1.0,1.0
Wheat,40.63,37.47,18.86,120,1.0,1.0
Rice,38.85,56.89,16.41,150,1.0,1.0
Banana,20.63,88.73,5.55,365,1.0,1.0
Rice,33.56,22.2,0.51,150,1.0,5.62
Sugarcane,28.73,76.73,19.92,365,1.0,1.0
Rice,15.21,47.72,2.31,150,1.0,1.65
Onion,32.23,68.82,19.09,130,1.0,1.0
Maize,34.14,44.7,6.33,110,1.0,1.0
Onion,26.32,49.66,5.27,130,1.0,1.0
Rice,42.27,72.5,2.95,150,1.0,4.0
Chickpea,42.28,27.58,9.86,100,1.0,1.0
Onion,33.05,87.58,7.53,130,1.0,1.0
Banana,31.03,29.29,14.14,365,1.0,1.0
Potato,19.93,73.38,7.46,100,1.0,1.0
Tomato,42.78,52.34,4.55,120,1.0,2.48
Chickpea,44.86,36.4,14.27,100,1.0,1.0
Tomato,26.11,88.47,11.48,120,1.0,1.0
Maize,36.65,20.95,5.67,110,1.0,1.97
Tomato,32.71,69.12,18.92,120,1.0,1.0
Onion,29.82,39.02,9.83,130,1.0,1.0
Onion,23.8,40.93,16.93,130,1.0,1.0
Maize,22.84,48.78,10.99,110,1.0,1.0
Banana,16.03,50.08,19.14,365,1.0,1.0
Maize,28.61,77.43,10.08,110,1.0,1.0
Cotton,26.34,60.12,12.93,180,1.0,1.0
Cotton,23.89,51.91,12.42,180,1.0,1.0
Wheat,31.48,27.63,10.53,120,1.0,1.0
Rice,30.3,27.43,19.92,150,1.0,1.0
Wheat,40.35,74.82,3.88,120,1.0,1.59
Cotton,30.46,60.57,5.89,180,1.0,1.0
Chickpea,15.95,40.01,8.21,100,1.0,1.0
Sugarcane,37.54,68.94,14.9,365,1.0,1.0
Onion,41.87,85.7,6.88,130,1.0,1.0
Maize,17.45,71.21,16.88,110,1.0,1.0
Cotton,26.52,88.44,16.38,180,1.0,1.0
Maize,28.9,79.97,18.77,110,1.0,1.0
Maize,17.0,42.85,7.64,110,1.0,1.0
Banana,18.66,45.16,6.56,365,1.0,1.0
Cotton,43.33,20.22,19.22,180,1.0,1.0
Tomato,28.8,42.19,4.7,120,1.0,1.0
Cotton,36.15,54.12,8.61,180,1.0,1.0
Tomato,36.97,88.38,11.1,120,1.0,1.0
Rice,15.73,38.3,7.29,150,1.0,1.0
Cotton,15.21,72.89,9.96,180,1.0,1.0
Banana,37.52,54.06,16.43,365,1.0,1.0
Maize,32.09,44.35,0.09,110,1.0,3.58
Banana,15.3,88.96,2.13,365,1.0,1.0
Rice,15.92,57.66,0.59,150,1.0,2.38
Wheat,27.1,62.8,5.6,120,1.0,1.0
Onion,37.83,33.52,12.86,130,1.0,1.0
Sugarcane,38.72,37.28,19.87,365,1.0,1.0
Banana,19.74,69.59,2.19,365,1.0,1.55
Banana,30.44,28.71,4.22,365,1.0,2.79
Tomato,33.12,27.77,6.34,120,1.0,1.0
Banana,39.63,22.9,5.78,365,1.0,3.84
Maize,42.91,63.19,2.06,110,1.0,3.4
Tomato,37.13,60.6,17.4,120,1.0,1.0
Banana,19.68,31.53,4.76,365,1.0,1.03
Wheat,18.87,49.06,11.35,120,1.0,1.0
Chickpea,34.27,78.83,16.0,100,1.0,1.0
Rice,42.36,33.59,19.92,150,1.0,1.0
Onion,27.13,61.07,3.65,130,1.0,1.0
Cotton,19.05,40.94,2.61,180,1.0,1.0
Wheat,37.37,72.04,1.52,120,1.0,2.55
Rice,38.35,79.53,8.65,150,1.0,1.0
Sugarcane,34.25,50.5,5.6,365,1.0,1.81
Cotton,26.56,36.05,10.23,180,1.0,1.0
Wheat,44.73,65.2,5.46,120,1.0,1.59
Wheat,37.93,25.77,0.85,120,1.0,4.15
Potato,31.26,67.02,19.45,100,1.0,1.0
Banana,24.97,87.33,9.94,365,1.0,1.0
Potato,20.56,53.18,14.61,100,1.0,1.0
Onion,36.0,51.86,16.01,130,1.0,1.0
Wheat,19.23,22.57,6.87,120,1.0,1.0
Potato,17.43,85.98,9.45,100,1.0,1.0
Wheat,21.65,52.82,15.77,120,1.0,1.0
Sugarcane,31.13,88.87,11.61,365,1.0,1.0
Rice,28.59,71.79,13.4,150,1.0,1.0
Banana,41.16,67.05,0.52,365,1.0,5.03
Chickpea,33.96,30.44,13.69,100,1.0,1.0
Potato,22.12,33.83,16.37,100,1.0,1.0
Chickpea,22.69,39.9,18.18,100,1.0,1.0
Cotton,24.47,68.53,15.39,180,1.0,1.0
Tomato,40.44,80.39,9.14,120,1.0,1.0
Sugarcane,29.71,22.32,6.12,365,1.0,1.69
Tomato,30.61,37.38,8.74,120,1.0,1.0
Rice,34.98,62.97,7.18,150,1.0,1.14
Banana,31.47,27.57,16.64,365,1.0,1.0
Onion,40.39,55.5,4.86,130,1.0,1.4
Onion,20.19,25.28,10.4,130,1.0,1.0
Cotton,22.71,57.86,2.43,180,1.0,1.09
Sugarcane,26.04,50.68,2.2,365,1.0,2.45
Maize,23.01,26.63,11.58,110,1.0,1.0
Sugarcane,22.19,39.28,12.62,365,1.0,1.0
Maize,33.19,56.51,1.1,110,1.0,2.91
Maize,29.39,77.63,15.81,110,1.0,1.0
Banana,19.91,25.48,10.66,365,1.0,1.0
Potato,22.3,57.87,17.35,100,1.0,1.0
Sugarcane,20.41,88.08,1.28,365,1.0,1.57
Tomato,17.49,21.83,19.36,120,1.0,1.0
Wheat,27.28,68.84,14.22,120,1.0,1.0
Potato,41.14,63.98,4.0,100,1.0,1.69
Wheat,18.73,42.58,3.25,120,1.0,1.0
Sugarcane,44.72,82.56,19.96,365,1.0,1.0
Wheat,28.68,42.41,5.14,120,1.0,1.0
Maize,17.89,31.51,4.79,110,1.0,1.0
Rice,31.63,40.77,5.48,150,1.0,2.21
Chickpea,22.48,35.75,14.29,100,1.0,1.0
Chickpea,38.66,59.4,15.23,100,1.0,1.0
Onion,22.54,80.37,6.29,130,1.0,1.0
Chickpea,22.15,71.05,0.48,100,1.0,1.3
Potato,25.87,87.17,10.01,100,1.0,1.0
Sugarcane,25.66,27.59,1.31,365,1.0,3.39
Wheat,42.24,32.94,8.38,120,1.0,1.0
Wheat,30.62,77.2,9.11,120,1.0,1.0
Wheat,16.15,83.48,19.47,120,1.0,1.0
Maize,24.09,73.84,5.94,110,1.0,1.0
Wheat,23.2,87.53,19.84,120,1.0,1.0
Tomato,39.0,60.58,17.45,120,1.0,1.0
Cotton,37.12,49.56,5.44,180,1.0,1.14
Tomato,15.97,65.57,11.32,120,1.0,1.0
Wheat,44.63,32.26,19.97,120,1.0,1.0
Rice,36.97,81.4,11.18,150,1.0,1.0
Cotton,43.9,20.52,0.42,180,1.0,5.41
Potato,26.15,36.61,16.34,100,1.0,1.0
Wheat,35.9,62.57,18.37,120,1.0,1.0
Maize,44.96,54.17,6.56,110,1.0,1.72
Maize,41.54,20.84,6.69,110,1.0,2.22
Sugarcane,17.43,35.12,11.12,365,1.0,1.0
Onion,39.49,36.23,19.6,130,1.0,1.0
Chickpea,20.86,78.12,3.83,100,1.0,1.0
Onion,38.61,27.29,11.87,130,1.0,1.0
Tomato,23.3,28.36,13.23,120,1.0,1.0
Cotton,35.41,71.05,3.78,180,1.0,1.25
Maize,29.93,76.02,2.7,110,1.0,1.35
Onion,18.13,87.87,6.45,130,1.0,1.0
Chickpea,43.96,29.18,7.7,100,1.0,1.0
Rice,37.03,61.29,3.16,150,1.0,3.52
Chickpea,16.65,80.03,5.29,100,1.0,1.0
Onion,15.36,71.81,16.53,130,1.0,1.0
Tomato,32.83,50.08,2.61,120,1.0,2.27
Chickpea,26.54,72.63,5.43,100,1.0,1.0
Cotton,28.28,34.47,0.41,180,1.0,3.01
Sugarcane,19.79,68.66,6.45,365,1.0,1.0
Onion,29.32,40.24,7.41,130,1.0,1.0
Potato,22.97,45.72,1.76,100,1.0,1.49
Cotton,30.58,22.49,12.66,180,1.0,1.0
Wheat,36.7,78.98,2.37,120,1.0,1.88
Potato,33.32,65.31,18.38,100,1.0,1.0
Cotton,25.25,81.52,12.77,180,1.0,1.0
Cotton,42.82,50.45,14.17,180,1.0,1.0
Maize,35.98,38.31,0.93,110,1.0,3.79
Cotton,34.74,74.21,1.8,180,1.0,2.1
Banana,42.02,78.87,4.93,365,1.0,2.48
Rice,22.44,36.35,4.99,150,1.0,1.29
Onion,19.03,80.42,7.47,130,1.0,1.0
Tomato,28.15,53.29,3.54,120,1.0,1.25
Chickpea,30.14,24.46,2.86,100,1.0,1.29
Potato,17.02,76.93,7.63,100,1.0,1.0
Wheat,18.76,23.96,17.71,120,1.0,1.0
Tomato,35.03,66.54,17.21,120,1.0,1.0
Onion,17.49,40.05,18.06,130,1.0,1.0
Tomato,44.28,73.19,3.06,120,1.0,2.74
Chickpea,41.8,37.12,14.95,100,1.0,1.0
Cotton,29.19,51.64,10.3,180,1.0,1.0
Maize,36.79,86.39,4.34,110,1.0,1.0
Rice,15.51,20.17,9.91,150,1.0,1.0
Maize,31.7,46.52,7.26,110,1.0,1.0
Rice,29.15,22.21,5.01,150,1.0,2.6
Cotton,37.27,20.85,1.81,180,1.0,3.71
Chickpea,16.26,28.18,7.69,100,1.0,1.0
Sugarcane,29.69,50.66,11.6,365,1.0,1.0
