record_id,district_code,latitude,longitude,field_id,area_m2,crop_name,crop_type,season,agro_climatic_zone,soil_n,soil_p,soil_k,soil_ph,organic_carbon,soil_texture,soil_moisture_pct,groundwater_depth_m,avg_rainfall_mm,rainfall_mm,rainfall_30d_mm,rainfall_60d_mm,rainfall_effective_mm,avg_temp_c,temperature_avg_c,humidity_pct,et0_mm,kc_value,ndvi_mean,ndvi_max,ndvi_trend,ndvi_t1,ndvi_t2,ndvi_t3,ndvi_t4,ndvi_t5,ndvi_t6,evi_t1,evi_t2,ndwi_t1,ndwi_t2,sowing_day_of_year,growth_stage,irrigation_method,recommended_crop,yield_kg,water_required_m3,season_target
76,HR025,29.89,94.32,FLD00076,10134,Rice,Cereal,Kharif,Mountain,280,46,184,6.5,0.91,Sandy Clay,25,13.5,2118,1977,768,1451,1754,19.1,19.1,65,5.4,1.12,0.59,0.67,0.026,0.54,0.54,0.55,0.62,0.64,0.67,0.47,0.46,0.36,0.32,143,Grain filling,Sprinkler,Rice,2252,0,Kharif
77,UP001,16.29,79.02,FLD00077,5878,Rice,Cereal,Kharif,Semi-Arid,304,32,194,7.4,0.96,Sandy Clay,35,13.3,751,625,266,436,549,28.3,28.3,58,5.0,1.12,0.6,0.67,0.028,0.52,0.53,0.59,0.63,0.67,0.66,0.44,0.45,0.29,0.32,164,Tillering,Drip,Rice,1356,0,Kharif
78,TN028,25.42,89.38,FLD00078,13951,Rice,Cereal,Kharif,Mountain,206,51,201,6.4,0.98,Clay Loam,28,9.8,1256,1052,472,794,931,18.4,18.4,82,6.2,1.12,0.58,0.65,0.026,0.52,0.52,0.55,0.61,0.63,0.65,0.44,0.44,0.3,0.34,158,Tuber development,Sprinkler,Rice,3185,0,Kharif
79,GJ009,30.14,93.0,FLD00079,18355,Rice,Cereal,Kharif,Mountain,285,29,205,7.5,0.56,Laterite,24,9.0,2219,2031,841,1493,1810,20.9,20.9,80,5.9,1.12,0.6,0.67,0.03,0.52,0.56,0.59,0.62,0.67,0.67,0.45,0.47,0.32,0.31,148,Flush,Surface,Rice,3905,0,Kharif
80,GJ035,22.7,83.95,FLD00080,18928,Rice,Cereal,Kharif,Humid,281,34,224,7.4,0.74,Loam,29,6.7,2383,1849,791,1400,1687,28.6,28.6,76,6.1,1.12,0.6,0.68,0.028,0.51,0.57,0.55,0.63,0.68,0.65,0.45,0.5,0.36,0.28,141,Flush,Sprinkler,Rice,4336,0,Kharif
81,KA004,15.01,77.44,FLD00081,19807,Rice,Cereal,Kharif,Sub-Humid,281,48,209,7.3,0.86,Clay Loam,22,11.5,850,673,209,483,627,28.6,28.6,73,5.7,1.12,0.59,0.67,0.018,0.55,0.54,0.56,0.6,0.67,0.64,0.46,0.45,0.3,0.34,140,Tuber development,Drip,Rice,4769,0,Kharif
82,HR042,12.86,80.61,FLD00082,5138,Rice,Cereal,Kharif,Plateau,222,42,214,7.2,0.8,Sandy Loam,33,12.3,1103,1016,318,630,961,30.5,30.5,67,5.9,1.12,0.6,0.67,0.022,0.56,0.53,0.58,0.61,0.66,0.67,0.47,0.46,0.26,0.35,152,Boll formation,Sprinkler,Rice,1130,0,Kharif
83,MH016,15.13,83.46,FLD00083,9842,Rice,Cereal,Kharif,Coastal,306,40,184,6.3,0.81,Sandy,36,11.3,824,780,343,488,716,30.6,30.6,78,5.9,1.12,0.59,0.64,0.012,0.57,0.56,0.54,0.6,0.64,0.63,0.47,0.49,0.3,0.32,151,Bearing,Surface,Rice,2466,0,Kharif
84,PB040,24.04,71.65,FLD00084,13791,Rice,Cereal,Kharif,Humid,219,36,180,6.4,0.75,Sandy Loam,24,7.7,2000,1734,718,1265,1639,27.6,27.6,86,5.5,1.12,0.59,0.66,0.028,0.51,0.52,0.57,0.62,0.66,0.65,0.44,0.45,0.28,0.34,153,Bulbing,Surface,Rice,2911,0,Kharif
85,AP011,29.06,80.46,FLD00085,17828,Rice,Cereal,Kharif,Humid,275,32,204,7.3,0.56,Sandy,30,9.0,1757,1501,509,1193,1284,27.5,27.5,80,5.7,1.12,0.59,0.67,0.022,0.53,0.53,0.55,0.63,0.67,0.64,0.45,0.44,0.35,0.29,156,Pod formation,Sprinkler,Rice,4118,0,Kharif
86,PB046,13.58,89.21,FLD00086,5579,Rice,Cereal,Kharif,Semi-Arid,287,35,211,6.3,0.94,Loam,28,16.6,792,653,245,509,559,28.7,28.7,61,6.2,1.12,0.6,0.65,0.018,0.56,0.56,0.56,0.6,0.65,0.65,0.47,0.49,0.33,0.28,141,Flush,Drip,Rice,1315,0,Kharif
87,PB049,29.96,85.52,FLD00087,17000,Rice,Cereal,Kharif,Humid,242,32,170,7.7,0.51,Sandy Clay,31,8.2,2620,2424,1072,1455,2085,27.6,27.6,79,6.3,1.12,0.61,0.66,0.016,0.57,0.54,0.6,0.66,0.63,0.65,0.47,0.45,0.34,0.3,163,Mature,Sprinkler,Rice,3946,0,Kharif
88,MP005,11.7,71.91,FLD00088,7187,Rice,Cereal,Kharif,Plateau,195,41,186,6.3,0.63,Loam,32,12.9,984,800,272,491,692,27.2,27.2,63,6.2,1.12,0.6,0.67,0.024,0.54,0.53,0.55,0.62,0.67,0.66,0.46,0.46,0.27,0.35,158,Pod formation,Sprinkler,Rice,1687,0,Kharif
89,UP010,22.07,74.3,FLD00089,19034,Rice,Cereal,Kharif,Plateau,203,50,201,7.7,0.69,Sandy,29,9.8,828,626,225,432,582,30.5,30.5,63,5.4,1.12,0.59,0.65,0.026,0.52,0.52,0.59,0.61,0.64,0.65,0.45,0.46,0.28,0.33,154,Grain filling,Drip,Rice,4011,0,Kharif
90,KA006,13.96,82.92,FLD00090,18259,Rice,Cereal,Kharif,Arid,264,31,175,7.7,0.52,Sandy Clay,33,23.2,351,298,106,204,266,32.1,32.1,49,6.4,1.12,0.59,0.66,0.03,0.51,0.55,0.56,0.62,0.65,0.66,0.42,0.46,0.29,0.28,148,Grain filling,Sprinkler,Rice,4532,0,Kharif
91,UP031,30.44,75.39,FLD00091,11266,Rice,Cereal,Kharif,Mountain,319,43,214,7.6,0.74,Clay Loam,28,8.4,2206,1917,583,1461,1697,18.8,18.8,76,6.2,1.12,0.6,0.68,0.022,0.57,0.52,0.58,0.61,0.67,0.68,0.47,0.46,0.27,0.35,155,Bulbing,Sprinkler,Rice,2645,0,Kharif
92,HR021,34.92,78.47,FLD00092,8875,Rice,Cereal,Kharif,Mountain,271,46,173,7.2,0.67,Sandy Clay,38,8.1,1671,1532,645,1216,1310,21.4,21.4,62,5.3,1.12,0.59,0.67,0.028,0.51,0.54,0.56,0.63,0.67,0.65,0.42,0.47,0.36,0.27,141,Bulbing,Drip,Rice,2045,0,Kharif
93,UP005,25.49,86.93,FLD00093,19101,Rice,Cereal,Kharif,Semi-Arid,275,50,220,7.0,0.66,Loam,24,17.8,723,656,291,478,609,28.7,28.7,64,6.5,1.12,0.6,0.64,0.018,0.55,0.56,0.56,0.64,0.64,0.64,0.45,0.48,0.31,0.34,162,Bulbing,Sprinkler,Rice,4266,0,Kharif
94,TN041,12.46,84.68,FLD00094,15016,Rice,Cereal,Kharif,Coastal,206,43,188,6.5,0.54,Loam,30,7.0,2613,2463,1042,1807,2145,30.2,30.2,74,5.5,1.12,0.6,0.65,0.024,0.53,0.56,0.59,0.6,0.65,0.65,0.44,0.47,0.35,0.29,140,Fruiting,Sprinkler,Rice,3329,0,Kharif
95,TN011,25.77,81.56,FLD00095,17423,Rice,Cereal,Kharif,Humid,295,30,174,6.4,0.65,Sandy,22,6.7,3018,2490,1020,1766,2338,28.6,28.6,84,5.1,1.12,0.6,0.65,0.022,0.54,0.55,0.58,0.62,0.63,0.65,0.47,0.46,0.32,0.35,159,Vegetative,Surface,Rice,3939,0,Kharif
96,HR036,15.95,71.92,FLD00096,11437,Rice,Cereal,Kharif,Sub-Humid,305,32,176,6.5,0.71,Loam,35,9.0,863,682,269,542,611,28.4,28.4,74,5.2,1.12,0.6,0.66,0.028,0.52,0.55,0.55,0.65,0.65,0.66,0.43,0.47,0.29,0.28,165,Tillering,Drip,Rice,2442,0,Kharif
97,PB027,23.35,71.71,FLD00097,10632,Rice,Cereal,Kharif,Plateau,238,45,177,7.5,0.89,Clay Loam,37,12.8,1136,982,329,647,890,28.4,28.4,70,6.3,1.12,0.6,0.67,0.016,0.56,0.56,0.58,0.6,0.67,0.64,0.49,0.49,0.33,0.27,141,Mature,Sprinkler,Rice,2258,0,Kharif
98,KA039,18.71,89.95,FLD00098,15276,Rice,Cereal,Kharif,Plateau,246,38,178,6.0,0.77,Sandy Clay,30,14.0,1182,994,428,752,886,29.7,29.7,63,5.8,1.12,0.6,0.68,0.028,0.54,0.55,0.6,0.6,0.63,0.68,0.47,0.48,0.35,0.35,153,Grain filling,Sprinkler,Rice,3367,0,Kharif
99,AP026,21.44,79.46,FLD00099,7821,Rice,Cereal,Kharif,Humid,216,47,221,5.9,0.93,Loam,27,5.2,2173,2029,881,1225,1898,28.3,28.3,82,5.5,1.12,0.6,0.67,0.016,0.57,0.53,0.56,0.64,0.67,0.65,0.49,0.45,0.26,0.31,148,Reproductive,Sprinkler,Rice,1999,0,Kharif
100,PB011,30.17,82.48,FLD00100,5920,Rice,Cereal,Kharif,Mountain,196,37,234,6.6,0.87,Sandy Clay,38,7.2,1689,1562,515,955,1358,16.3,16.3,82,5.1,1.12,0.6,0.65,0.018,0.56,0.55,0.58,0.61,0.63,0.65,0.48,0.46,0.34,0.32,151,Nut development,Sprinkler,Rice,1322,0,Kharif
101,GJ019,33.94,89.98,FLD00101,16286,Rice,Cereal,Kharif,Mountain,187,40,176,6.1,0.77,Sandy Loam,27,12.2,1746,1403,507,847,1320,23.8,23.8,75,6.2,1.12,0.6,0.69,0.028,0.55,0.52,0.56,0.65,0.64,0.69,0.47,0.44,0.3,0.3,140,Pod formation,Sprinkler,Rice,3422,0,Kharif
102,HR007,23.54,86.49,FLD00102,11506,Rice,Cereal,Kharif,Sub-Humid,181,44,217,6.9,0.79,Loam,29,11.4,1096,835,374,607,725,29.6,29.6,72,5.4,1.12,0.62,0.67,0.022,0.56,0.57,0.59,0.65,0.66,0.67,0.48,0.49,0.32,0.35,162,Mature,Sprinkler,Rice,2886,0,Kharif
103,HR013,17.77,70.71,FLD00103,16601,Rice,Cereal,Kharif,Humid,267,51,198,7.2,0.81,Clay Loam,31,7.5,2931,2297,915,1634,2119,26.2,26.2,79,5.7,1.12,0.61,0.68,0.022,0.57,0.57,0.58,0.61,0.64,0.68,0.48,0.5,0.29,0.31,163,Pod formation,Sprinkler,Rice,4436,0,Kharif
104,HR005,11.07,82.69,FLD00104,14507,Rice,Cereal,Kharif,Humid,300,34,234,6.0,0.83,Sandy Clay,29,7.1,2983,2746,880,1757,2373,26.6,26.6,82,5.9,1.12,0.6,0.66,0.014,0.56,0.54,0.58,0.61,0.66,0.63,0.47,0.47,0.27,0.34,169,Pod formation,Sprinkler,Rice,3771,0,Kharif
105,MP026,25.88,87.29,FLD00105,15379,Rice,Cereal,Kharif,Mountain,289,43,219,5.8,0.76,Clay,31,14.6,2219,2000,759,1207,1875,16.0,16.0,82,6.1,1.12,0.6,0.67,0.026,0.52,0.54,0.58,0.61,0.67,0.65,0.44,0.47,0.33,0.29,147,Grand growth,Surface,Rice,3958,0,Kharif
106,TN011,29.92,79.8,FLD00106,17289,Rice,Cereal,Kharif,Sub-Humid,283,28,199,6.2,0.97,Sandy Loam,20,10.9,936,725,294,549,661,28.1,28.1,76,6.0,1.12,0.6,0.65,0.02,0.55,0.55,0.54,0.64,0.65,0.65,0.47,0.47,0.27,0.33,164,Flowering,Surface,Rice,3596,0,Kharif
107,HR039,23.23,83.25,FLD00107,9423,Rice,Cereal,Kharif,Humid,215,41,183,6.8,0.8,Loam,23,8.9,2219,1752,578,1143,1540,27.1,27.1,81,5.3,1.12,0.6,0.64,0.018,0.54,0.57,0.58,0.63,0.64,0.63,0.45,0.47,0.32,0.3,162,Flowering,Drip,Rice,2319,0,Kharif
108,TN030,24.47,72.03,FLD00108,9192,Rice,Cereal,Kharif,Arid,255,36,229,5.9,0.89,Laterite,21,23.5,342,311,107,232,290,30.6,30.6,45,6.1,1.12,0.6,0.67,0.024,0.53,0.57,0.6,0.61,0.67,0.65,0.45,0.47,0.3,0.3,141,Pod formation,Drip,Rice,2330,0,Kharif
109,KA008,26.0,82.98,FLD00109,18056,Rice,Cereal,Kharif,Humid,213,50,177,7.8,0.91,Sandy,33,9.6,2188,1992,800,1267,1868,26.5,26.5,85,5.5,1.12,0.6,0.67,0.026,0.54,0.54,0.6,0.62,0.63,0.67,0.44,0.47,0.31,0.34,140,Grain filling,Surface,Rice,4375,0,Kharif
110,HR007,27.46,80.38,FLD00110,16276,Rice,Cereal,Kharif,Plateau,290,49,201,6.8,0.82,Clay,32,9.0,1221,1133,444,682,1019,31.6,31.6,75,5.8,1.12,0.59,0.66,0.024,0.52,0.55,0.56,0.66,0.63,0.64,0.45,0.46,0.29,0.3,155,Pod formation,Surface,Rice,3801,0,Kharif
111,MH007,29.98,81.32,FLD00111,13148,Rice,Cereal,Kharif,Mountain,283,41,174,6.9,0.5,Sandy,29,14.1,3203,2534,1015,2002,2238,19.6,19.6,74,5.1,1.12,0.59,0.66,0.016,0.55,0.54,0.57,0.6,0.66,0.63,0.46,0.46,0.34,0.32,147,Bearing,Sprinkler,Rice,3063,0,Kharif
112,MP007,27.94,79.85,FLD00112,18465,Rice,Cereal,Kharif,Arid,245,47,195,6.2,0.95,Clay Loam,26,19.6,450,354,124,266,305,30.3,30.3,54,5.9,1.12,0.6,0.67,0.026,0.54,0.55,0.57,0.66,0.62,0.67,0.46,0.47,0.32,0.35,161,Flush,Drip,Rice,4428,0,Kharif
113,HR039,24.61,72.57,FLD00113,11347,Rice,Cereal,Kharif,Semi-Arid,262,44,219,6.6,0.79,Clay,27,12.2,675,637,234,399,560,29.7,29.7,63,6.1,1.12,0.6,0.66,0.02,0.55,0.57,0.58,0.61,0.66,0.65,0.46,0.49,0.36,0.32,163,Boll formation,Drip,Rice,2686,0,Kharif
114,UP036,22.74,84.21,FLD00114,17464,Rice,Cereal,Kharif,Plateau,302,46,223,7.1,0.93,Sandy Clay,29,14.1,1082,986,373,596,912,26.9,26.9,66,6.0,1.12,0.6,0.67,0.014,0.57,0.56,0.55,0.6,0.67,0.64,0.49,0.47,0.3,0.32,146,Pod formation,Surface,Rice,4389,0,Kharif
115,TN033,27.24,87.94,FLD00115,11371,Rice,Cereal,Kharif,Mountain,253,50,176,7.7,0.69,Laterite,30,14.7,1120,842,284,609,792,23.8,23.8,67,6.3,1.12,0.61,0.68,0.018,0.56,0.55,0.58,0.64,0.68,0.65,0.47,0.47,0.27,0.27,166,Nut development,Surface,Rice,2512,0,Kharif
116,KA038,18.57,81.13,FLD00116,7131,Rice,Cereal,Kharif,Arid,245,28,212,6.7,0.95,Sandy,24,24.3,402,305,134,220,270,34.0,34.0,53,5.7,1.12,0.6,0.66,0.024,0.54,0.57,0.57,0.64,0.63,0.66,0.46,0.48,0.35,0.32,158,Boll formation,Drip,Rice,1691,0,Kharif
117,PB049,29.01,82.37,FLD00117,12780,Rice,Cereal,Kharif,Semi-Arid,182,31,214,6.7,0.93,Sandy Clay,27,17.7,849,787,281,597,670,28.5,28.5,59,5.4,1.12,0.6,0.68,0.024,0.56,0.54,0.59,0.62,0.63,0.68,0.47,0.46,0.35,0.28,163,Mature,Sprinkler,Rice,2837,0,Kharif
118,TN044,11.31,83.41,FLD00118,17674,Rice,Cereal,Kharif,Plateau,288,31,196,6.9,0.84,Clay,33,12.5,723,650,209,449,604,28.0,28.0,64,5.1,1.12,0.6,0.66,0.022,0.55,0.53,0.56,0.62,0.66,0.66,0.45,0.46,0.31,0.33,141,Fruiting,Surface,Rice,3739,0,Kharif
119,UP033,21.71,84.02,FLD00119,6189,Rice,Cereal,Kharif,Plateau,207,37,208,7.0,0.64,Clay Loam,32,10.8,681,575,218,360,543,28.3,28.3,66,6.2,1.12,0.62,0.69,0.032,0.53,0.57,0.6,0.65,0.66,0.69,0.43,0.5,0.28,0.25,157,Grain filling,Surface,Rice,1459,0,Kharif
120,UP014,15.67,70.2,FLD00120,8441,Rice,Cereal,Kharif,Coastal,285,48,235,6.1,0.59,Sandy Clay,28,7.2,1171,1035,398,632,946,30.3,30.3,77,6.5,1.12,0.59,0.65,0.024,0.53,0.52,0.55,0.64,0.65,0.65,0.44,0.45,0.27,0.33,157,Fruiting,Drip,Rice,2067,0,Kharif
121,HR010,16.57,83.19,FLD00121,16361,Rice,Cereal,Kharif,Humid,273,38,224,6.1,0.65,Laterite,27,8.6,2512,2103,895,1318,1862,27.9,27.9,82,6.3,1.12,0.59,0.68,0.028,0.54,0.52,0.58,0.6,0.64,0.68,0.47,0.43,0.33,0.33,154,Grand growth,Surface,Rice,3707,0,Kharif
122,HR038,26.99,82.63,FLD00122,18314,Rice,Cereal,Kharif,Arid,283,52,197,7.6,0.76,Sandy Clay,37,19.7,448,349,125,271,314,33.5,33.5,52,6.3,1.12,0.61,0.67,0.028,0.53,0.55,0.58,0.65,0.67,0.67,0.44,0.47,0.31,0.28,144,Fruiting,Sprinkler,Rice,4562,0,Kharif
123,MH015,24.72,79.67,FLD00123,10878,Rice,Cereal,Kharif,Semi-Arid,304,35,178,6.3,0.61,Clay,26,14.1,684,566,247,439,535,28.2,28.2,66,6.0,1.12,0.6,0.66,0.018,0.56,0.53,0.57,0.61,0.66,0.65,0.48,0.46,0.31,0.3,143,Tillering,Drip,Rice,2488,0,Kharif
124,RJ039,26.34,76.9,FLD00124,17986,Rice,Cereal,Kharif,Sub-Humid,181,44,187,6.7,0.61,Sandy Clay,28,9.1,945,738,288,563,662,29.0,29.0,69,5.6,1.12,0.6,0.64,0.02,0.54,0.55,0.58,0.62,0.64,0.64,0.46,0.46,0.31,0.35,150,Bearing,Drip,Rice,3737,0,Kharif
125,HR037,28.45,80.33,FLD00125,11642,Rice,Cereal,Kharif,Sub-Humid,184,51,206,7.7,0.6,Sandy Clay,35,12.3,937,743,268,467,651,28.7,28.7,76,6.2,1.12,0.59,0.63,0.012,0.57,0.55,0.55,0.62,0.63,0.63,0.49,0.48,0.32,0.34,159,Boll formation,Surface,Rice,2482,0,Kharif
126,PB033,28.03,82.0,FLD00126,19381,Rice,Cereal,Kharif,Humid,210,30,231,7.1,0.93,Sandy Clay,20,9.5,2786,2467,899,1687,2328,28.5,28.5,78,6.0,1.12,0.61,0.67,0.022,0.56,0.54,0.58,0.64,0.67,0.67,0.46,0.45,0.3,0.28,153,Bearing,Drip,Rice,4498,0,Kharif
127,MH037,13.72,72.28,FLD00127,16618,Rice,Cereal,Kharif,Coastal,313,31,236,5.8,0.81,Clay,30,8.5,1018,795,316,517,697,30.6,30.6,79,5.6,1.12,0.6,0.66,0.02,0.56,0.54,0.59,0.63,0.65,0.66,0.47,0.45,0.29,0.33,151,Rhizome development,Surface,Rice,3889,0,Kharif
128,KA007,31.59,89.96,FLD00128,12317,Rice,Cereal,Kharif,Mountain,234,44,221,7.4,0.88,Sandy Clay,21,8.3,921,838,354,581,743,22.0,22.0,67,5.1,1.12,0.61,0.69,0.028,0.55,0.57,0.57,0.64,0.64,0.69,0.45,0.49,0.28,0.3,148,Flowering,Drip,Rice,2789,0,Kharif
129,MH039,28.62,80.36,FLD00129,8190,Rice,Cereal,Kharif,Plateau,310,44,199,7.0,0.82,Loam,27,12.6,811,622,212,422,529,30.0,30.0,70,5.6,1.12,0.61,0.66,0.016,0.57,0.55,0.59,0.63,0.66,0.65,0.5,0.46,0.35,0.3,146,Fruiting,Sprinkler,Rice,1997,0,Kharif
130,GJ033,13.5,80.12,FLD00130,14152,Rice,Cereal,Kharif,Sub-Humid,255,38,184,7.4,0.96,Sandy Clay,38,9.3,1076,1014,389,764,952,29.3,29.3,75,6.4,1.12,0.6,0.67,0.026,0.54,0.53,0.57,0.65,0.64,0.67,0.47,0.45,0.3,0.32,154,Vegetative,Surface,Rice,3375,0,Kharif
131,UP005,15.75,77.98,FLD00131,17268,Rice,Cereal,Kharif,Semi-Arid,225,43,210,6.5,0.93,Loam,25,17.6,849,794,260,593,693,28.9,28.9,58,5.4,1.12,0.6,0.69,0.026,0.56,0.54,0.59,0.6,0.63,0.69,0.48,0.44,0.34,0.36,148,Bulbing,Drip,Rice,3908,0,Kharif
132,HR018,19.85,89.71,FLD00132,19696,Rice,Cereal,Kharif,Sub-Humid,305,33,235,6.4,0.61,Sandy Clay,24,8.3,1066,901,343,631,853,28.2,28.2,75,6.0,1.12,0.59,0.66,0.022,0.54,0.56,0.54,0.61,0.66,0.65,0.46,0.47,0.32,0.28,145,Mature,Sprinkler,Rice,4934,0,Kharif
133,MP045,17.32,79.98,FLD00133,8449,Rice,Cereal,Kharif,Sub-Humid,275,39,221,6.4,0.59,Sandy Loam,38,11.4,901,805,338,572,722,29.6,29.6,70,5.3,1.12,0.61,0.67,0.03,0.52,0.55,0.6,0.65,0.66,0.67,0.45,0.46,0.32,0.31,165,Vegetative,Sprinkler,Rice,1887,0,Kharif
134,GJ029,11.2,86.28,FLD00134,12807,Rice,Cereal,Kharif,Semi-Arid,265,36,216,6.5,0.77,Laterite,28,12.8,710,549,236,435,476,28.8,28.8,63,5.9,1.12,0.6,0.68,0.024,0.53,0.56,0.57,0.64,0.68,0.65,0.44,0.48,0.28,0.27,160,Grand growth,Drip,Rice,2930,0,Kharif
135,GJ011,16.0,85.48,FLD00135,6168,Rice,Cereal,Kharif,Coastal,267,35,210,6.4,0.64,Loam,32,7.6,1711,1550,683,1161,1449,29.6,29.6,72,5.7,1.12,0.6,0.64,0.018,0.55,0.56,0.6,0.64,0.63,0.64,0.45,0.46,0.35,0.31,145,Grain filling,Drip,Rice,1556,0,Kharif
136,HR010,18.71,70.17,FLD00136,9300,Rice,Cereal,Kharif,Coastal,201,48,219,6.4,0.62,Loam,34,9.8,1068,913,297,554,818,29.1,29.1,77,6.4,1.12,0.6,0.66,0.024,0.54,0.52,0.6,0.63,0.66,0.66,0.47,0.45,0.3,0.33,167,Tillering,Surface,Rice,2209,0,Kharif
137,RJ020,19.63,74.54,FLD00137,6467,Rice,Cereal,Kharif,Sub-Humid,273,41,203,6.1,0.51,Sandy Clay,24,9.7,1090,934,376,652,868,29.3,29.3,74,5.4,1.12,0.6,0.65,0.016,0.56,0.55,0.55,0.65,0.65,0.64,0.48,0.47,0.34,0.28,164,Bulbing,Drip,Rice,1489,0,Kharif
138,AP019,20.33,86.0,FLD00138,15046,Rice,Cereal,Kharif,Semi-Arid,316,36,222,6.2,0.53,Sandy Loam,29,10.9,733,640,218,463,545,28.8,28.8,63,5.0,1.12,0.58,0.63,0.02,0.53,0.52,0.57,0.6,0.63,0.63,0.44,0.44,0.34,0.32,141,Reproductive,Drip,Rice,3447,0,Kharif
139,KA004,25.32,76.6,FLD00139,17297,Rice,Cereal,Kharif,Mountain,248,52,220,5.9,0.73,Sandy Loam,28,13.5,951,736,305,478,640,23.7,23.7,61,5.7,1.12,0.6,0.65,0.022,0.54,0.57,0.57,0.64,0.64,0.65,0.46,0.47,0.35,0.3,163,Reproductive,Sprinkler,Rice,4141,0,Kharif
140,TN008,13.97,87.75,FLD00140,19150,Rice,Cereal,Kharif,Sub-Humid,240,48,225,6.4,0.58,Loam,38,8.6,974,732,224,553,640,28.4,28.4,69,5.9,1.12,0.6,0.66,0.022,0.52,0.55,0.6,0.66,0.66,0.63,0.45,0.47,0.35,0.27,151,Bearing,Drip,Rice,4422,0,Kharif
141,RJ047,19.04,83.63,FLD00141,18197,Rice,Cereal,Kharif,Coastal,229,28,218,6.5,0.56,Sandy,35,10.2,1944,1572,635,1002,1379,28.6,28.6,77,5.5,1.12,0.58,0.65,0.024,0.51,0.52,0.56,0.61,0.65,0.63,0.44,0.44,0.29,0.27,163,Pod formation,Sprinkler,Rice,4339,0,Kharif
142,MP013,16.41,71.27,FLD00142,13830,Rice,Cereal,Kharif,Semi-Arid,314,49,233,7.3,0.57,Loam,30,13.3,664,512,193,314,445,31.3,31.3,55,5.2,1.12,0.59,0.67,0.03,0.52,0.52,0.58,0.62,0.65,0.67,0.44,0.43,0.29,0.34,167,Bearing,Drip,Rice,3592,0,Kharif
143,GJ030,23.11,88.57,FLD00143,18632,Rice,Cereal,Kharif,Semi-Arid,195,39,223,7.4,0.88,Sandy,28,14.2,536,491,153,315,436,30.1,30.1,63,5.2,1.12,0.6,0.67,0.022,0.54,0.53,0.58,0.61,0.67,0.65,0.45,0.45,0.3,0.31,147,Tuber bulking,Sprinkler,Rice,4202,0,Kharif
144,PB022,13.34,73.61,FLD00144,11579,Rice,Cereal,Kharif,Arid,220,45,226,7.7,0.93,Sandy Clay,30,23.4,355,320,116,238,296,33.7,33.7,51,5.8,1.12,0.59,0.65,0.024,0.53,0.54,0.6,0.6,0.63,0.65,0.44,0.45,0.35,0.26,146,Tillering,Drip,Rice,2553,0,Kharif
145,AP036,10.43,86.44,FLD00145,16300,Rice,Cereal,Kharif,Sub-Humid,310,45,189,6.0,0.72,Sandy Loam,24,9.3,1148,918,310,605,846,28.7,28.7,69,5.9,1.12,0.61,0.68,0.028,0.52,0.57,0.58,0.63,0.68,0.66,0.44,0.49,0.33,0.26,146,Bearing,Drip,Rice,4174,0,Kharif
146,GJ050,16.96,86.34,FLD00146,11824,Rice,Cereal,Kharif,Sub-Humid,238,51,171,7.1,0.8,Sandy,29,10.6,1013,869,280,608,823,27.7,27.7,74,5.1,1.12,0.59,0.66,0.028,0.52,0.54,0.59,0.61,0.64,0.66,0.45,0.46,0.29,0.3,163,Mature,Sprinkler,Rice,2800,0,Kharif
147,RJ026,25.24,79.62,FLD00147,8245,Rice,Cereal,Kharif,Semi-Arid,230,45,237,6.3,0.53,Laterite,33,12.6,794,609,244,416,519,29.4,29.4,65,5.5,1.12,0.6,0.66,0.028,0.52,0.54,0.59,0.65,0.66,0.66,0.46,0.45,0.34,0.28,159,Grand growth,Sprinkler,Rice,2067,0,Kharif
148,KA019,24.79,74.86,FLD00148,15174,Rice,Cereal,Kharif,Arid,183,38,184,6.4,0.73,Loam,26,22.4,304,240,90,156,220,32.9,32.9,56,6.1,1.12,0.59,0.64,0.022,0.53,0.57,0.57,0.61,0.63,0.64,0.46,0.48,0.31,0.35,144,Vegetative,Drip,Rice,4257,0,Kharif
149,GJ002,23.26,88.26,FLD00149,10901,Rice,Cereal,Kharif,Sub-Humid,254,48,219,6.3,0.68,Clay,23,12.5,1098,1013,384,645,865,28.5,28.5,68,5.7,1.12,0.6,0.67,0.024,0.53,0.55,0.59,0.6,0.67,0.65,0.44,0.48,0.36,0.29,169,Mature,Drip,Rice,2648,0,Kharif
150,PB018,27.81,86.3,FLD00150,5482,Rice,Cereal,Kharif,Humid,237,32,213,7.6,0.82,Sandy,32,7.6,2588,2258,889,1457,1993,26.0,26.0,84,5.2,1.12,0.6,0.68,0.026,0.52,0.52,0.57,0.65,0.68,0.65,0.45,0.44,0.28,0.37,149,Grain filling,Drip,Rice,1335,0,Kharif
151,PB047,20.84,74.85,FLD00151,14131,Wheat,Cereal,Rabi,Coastal,210,33,210,7.5,0.57,Sandy,30,11.3,1647,646,265,572,558,24.6,24.6,74,3.2,1.04,0.6,0.66,0.028,0.52,0.53,0.59,0.63,0.64,0.66,0.43,0.44,0.34,0.3,328,Tuber bulking,Surface,Wheat,3856,0,Rabi
152,UP012,20.05,82.09,FLD00152,16665,Wheat,Cereal,Rabi,Semi-Arid,279,43,230,6.1,0.59,Sandy,33,16.1,507,195,105,147,169,25.0,25.0,56,2.8,1.04,0.6,0.65,0.018,0.56,0.55,0.56,0.63,0.64,0.65,0.46,0.48,0.29,0.29,311,Flush,Sprinkler,Wheat,5059,0,Rabi
