crop,temperature,humidity,rainfall,area,water_requirement
Jackfruit,17.37,55.83,4.26,1.0,1.19
Jackfruit,21.5,38.76,10.15,1.0,1.33
Jackfruit,24.49,85.24,13.65,1.0,1.06
Jackfruit,17.27,27.14,13.09,1.0,1.36
Jackfruit,28.65,68.69,9.78,1.0,1.19
Jackfruit,38.02,70.21,14.13,1.0,1.25
Jackfruit,23.43,63.34,12.55,1.0,1.19
Jackfruit,27.32,27.1,2.03,1.0,1.46
Jackfruit,32.3,31.47,9.64,1.0,1.47
Jackfruit,35.53,43.44,4.06,1.0,1.42
Jackfruit,19.8,70.25,8.73,1.0,1.12
Jackfruit,25.21,68.55,5.11,1.0,1.17
Jackfruit,39.39,37.95,3.72,1.0,1.49
Jackfruit,26.26,38.31,7.71,1.0,1.37
Jackfruit,15.06,58.93,9.05,1.0,1.15
Jackfruit,29.9,29.73,4.9,1.0,1.46
Jackfruit,33.09,77.68,13.62,1.0,1.17
Jackfruit,16.45,30.13,13.78,1.0,1.34
Jackfruit,38.76,59.8,10.73,1.0,1.33
Jackfruit,31.03,20.89,0.54,1.0,1.53
Jackfruit,25.63,61.06,0.41,1.0,1.22
Jowar,33.38,75.83,7.3,1.0,1.18
Jowar,24.93,55.5,1.35,1.0,1.25
Jowar,34.06,24.01,12.06,1.0,1.54
Jowar,19.15,89.93,0.96,1.0,0.99
Jowar,18.81,82.04,4.6,1.0,1.04
Jowar,18.1,57.12,14.56,1.0,1.19
Jowar,37.07,80.72,12.94,1.0,1.17
Jowar,16.48,41.82,13.32,1.0,1.27
Jowar,26.55,40.25,0.02,1.0,1.36
Jowar,22.46,51.54,10.19,1.0,1.26
Jowar,36.98,87.85,10.77,1.0,1.12
Jowar,22.86,51.3,9.69,1.0,1.26
Jowar,29.93,74.88,3.11,1.0,1.16
Jowar,18.98,69.71,1.47,1.0,1.12
Jowar,36.39,22.25,7.57,1.0,1.57
Jowar,20.35,64.95,7.43,1.0,1.16
Jowar,35.93,89.22,10.67,1.0,1.11
Jowar,22.44,57.08,7.64,1.0,1.22
Jowar,30.09,46.96,2.67,1.0,1.35
Jowar,21.19,27.24,3.97,1.0,1.4
Jowar,31.6,75.83,6.89,1.0,1.17
Jowar,18.0,31.05,2.52,1.0,1.35
Jowar,35.01,56.93,2.06,1.0,1.32
Jowar,20.78,25.82,3.67,1.0,1.4
Jowar,24.17,53.87,0.67,1.0,1.26
Jowar,22.59,32.12,12.35,1.0,1.38
Jowar,22.44,38.29,9.65,1.0,1.34
Jowar,15.48,89.8,5.13,1.0,0.97
Jowar,38.8,60.55,7.73,1.0,1.33
Jowar,28.49,78.84,5.17,1.0,1.13
Jowar,34.75,28.33,3.8,1.0,1.52
Jowar,22.34,87.83,13.88,1.0,1.03
Jowar,28.08,79.61,10.69,1.0,1.12
Jowar,32.56,58.5,13.31,1.0,1.29
Jowar,39.17,42.74,4.49,1.0,1.46
Jowar,27.69,54.37,4.55,1.0,1.28
Jowar,27.08,50.9,5.91,1.0,1.3
Jowar,30.71,33.03,6.15,1.0,1.45
Jowar,25.44,26.58,9.37,1.0,1.44
Jowar,25.5,86.06,11.02,1.0,1.06
Jowar,35.66,88.03,6.2,1.0,1.11
Jowar,38.06,51.71,1.62,1.0,1.38
Jowar,25.94,46.19,7.49,1.0,1.32
Jowar,23.09,85.59,6.59,1.0,1.04
Jowar,15.37,45.13,11.84,1.0,1.24
Jowar,30.4,52.91,3.69,1.0,1.31
Jowar,33.56,79.74,9.29,1.0,1.16
Jowar,37.95,26.04,4.76,1.0,1.56
Jowar,29.8,50.44,1.89,1.0,1.32
Jowar,27.36,56.28,0.22,1.0,1.27
Jute,35.45,88.61,14.14,1.0,1.11
Jute,21.41,46.12,5.96,1.0,1.28
Jute,31.54,60.78,6.28,1.0,1.27
Jute,32.22,52.55,14.72,1.0,1.33
Jute,20.82,30.61,1.58,1.0,1.37
Jute,35.5,68.02,0.13,1.0,1.25
Jute,36.01,28.82,11.77,1.0,1.52
Jute,22.57,73.15,7.5,1.0,1.12
Jute,31.27,46.91,1.74,1.0,1.36
Jute,30.13,81.52,7.25,1.0,1.12
Jute,19.28,82.57,7.97,1.0,1.04
Jute,30.44,62.19,7.05,1.0,1.25
Jute,23.05,87.44,11.36,1.0,1.03
Jute,15.12,32.12,7.19,1.0,1.31
Jute,18.04,51.39,11.17,1.0,1.22
Jute,18.47,56.63,4.46,1.0,1.19
Jute,37.35,69.75,0.91,1.0,1.25
Jute,18.86,87.32,3.56,1.0,1.01
Jute,35.14,68.14,14.0,1.0,1.25
Jute,33.98,57.79,0.76,1.0,1.31
Jute,17.52,82.22,0.07,1.0,1.03
Jute,21.09,62.15,6.18,1.0,1.18
Jute,24.48,80.15,5.22,1.0,1.09
Jute,39.11,68.24,2.73,1.0,1.28
Jute,24.19,58.83,11.03,1.0,1.22
Jute,31.23,57.2,10.87,1.0,1.29
Jute,34.73,36.43,14.85,1.0,1.46
Jute,24.88,49.12,4.1,1.0,1.29
Jute,19.4,32.88,11.51,1.0,1.35
Jute,27.3,21.52,13.64,1.0,1.49
Jute,33.69,88.43,14.05,1.0,1.1
Jute,38.98,59.5,3.43,1.0,1.34
Jute,28.91,38.07,11.35,1.0,1.4
Jute,33.1,48.11,5.27,1.0,1.37
Jute,33.33,76.85,9.35,1.0,1.17
Jute,33.94,39.72,6.17,1.0,1.43
Jute,29.36,41.53,8.05,1.0,1.38
Jute,35.03,23.22,10.11,1.0,1.55
Jute,19.78,64.88,3.61,1.0,1.15
Jute,15.67,41.62,0.35,1.0,1.26
Jute,32.34,65.97,1.37,1.0,1.24
Jute,39.21,38.36,1.09,1.0,1.49
Jute,36.22,74.45,12.44,1.0,1.21
Jute,34.57,73.05,12.24,1.0,1.21
Jute,17.93,25.75,3.69,1.0,1.38
Jute,24.67,34.93,4.98,1.0,1.38
Jute,20.3,36.23,9.94,1.0,1.33
Jute,18.22,82.72,12.6,1.0,1.03
Jute,33.5,63.36,8.81,1.0,1.27
Jute,38.73,42.2,10.23,1.0,1.46
Kidney_Bean,39.77,40.3,8.72,1.0,1.48
Kidney_Bean,27.27,35.74,12.55,1.0,1.4
Kidney_Bean,19.87,72.74,9.16,1.0,1.1
Kidney_Bean,25.44,59.91,10.8,1.0,1.23
Kidney_Bean,38.16,44.75,1.21,1.0,1.43
Kidney_Bean,24.55,88.11,4.76,1.0,1.04
Kidney_Bean,33.01,37.97,1.15,1.0,1.43
Kidney_Bean,17.81,53.84,1.88,1.0,1.2
Kidney_Bean,36.92,52.48,1.78,1.0,1.37
Kidney_Bean,33.41,54.63,14.12,1.0,1.33
Kidney_Bean,27.7,60.97,6.13,1.0,1.24
Kidney_Bean,34.85,67.4,0.53,1.0,1.25
Kidney_Bean,33.46,86.12,4.01,1.0,1.11
Kidney_Bean,28.82,87.4,12.98,1.0,1.07
Kidney_Bean,15.49,41.74,14.16,1.0,1.26
Kidney_Bean,17.87,23.97,8.79,1.0,1.39
Kidney_Bean,24.99,43.53,5.39,1.0,1.33
Kidney_Bean,26.97,39.29,1.47,1.0,1.37
Kidney_Bean,20.22,87.88,0.51,1.0,1.01
Kidney_Bean,27.39,63.23,9.78,1.0,1.22
Kidney_Bean,22.0,47.22,12.21,1.0,1.28
Kidney_Bean,19.43,63.83,9.16,1.0,1.16
Kidney_Bean,22.98,40.25,1.46,1.0,1.33
Kidney_Bean,19.16,42.28,7.37,1.0,1.29
Kidney_Bean,18.96,47.83,1.52,1.0,1.25
Kidney_Bean,17.11,55.1,5.23,1.0,1.19
Kidney_Bean,29.12,36.72,12.24,1.0,1.41
Kidney_Bean,35.48,50.98,13.47,1.0,1.37
Kidney_Bean,39.4,71.82,13.29,1.0,1.25
Kidney_Bean,19.05,84.09,6.57,1.0,1.03
Kidney_Bean,39.33,29.48,9.96,1.0,1.55
Kidney_Bean,32.88,76.48,7.13,1.0,1.17
Kidney_Bean,18.87,84.35,0.66,1.0,1.02
Kidney_Bean,23.7,67.59,13.92,1.0,1.16
Kidney_Bean,15.49,45.68,13.53,1.0,1.23
Kidney_Bean,16.28,33.73,14.11,1.0,1.31
Kidney_Bean,21.09,79.03,5.96,1.0,1.07
Kidney_Bean,27.23,46.0,1.92,1.0,1.33
Kidney_Bean,26.7,35.34,12.5,1.0,1.4
Kidney_Bean,18.65,29.97,11.07,1.0,1.36
Kidney_Bean,29.36,20.09,6.24,1.0,1.52
Kidney_Bean,20.88,32.32,4.72,1.0,1.36
Kidney_Bean,23.19,76.09,13.61,1.0,1.11
Kidney_Bean,19.04,63.66,12.02,1.0,1.15
Kidney_Bean,38.0,85.48,4.62,1.0,1.15
Kidney_Bean,22.98,34.03,5.21,1.0,1.37
Kidney_Bean,20.26,75.36,14.19,1.0,1.09
Kidney_Bean,28.67,45.02,13.32,1.0,1.35
Kidney_Bean,25.51,45.51,0.19,1.0,1.32
Kidney_Bean,16.52,58.84,6.64,1.0,1.16
Kodo_Millet,30.95,50.63,3.17,1.0,1.33
Kodo_Millet,30.2,58.7,0.09,1.0,1.27
Kodo_Millet,31.28,86.73,14.92,1.0,1.09
Kodo_Millet,35.17,63.61,1.53,1.0,1.28
Kodo_Millet,23.38,43.98,12.31,1.0,1.31
Kodo_Millet,19.11,42.6,7.89,1.0,1.28
Kodo_Millet,39.33,23.69,5.41,1.0,1.59
Kodo_Millet,16.35,55.43,13.53,1.0,1.18
Kodo_Millet,27.53,22.7,9.23,1.0,1.49
Kodo_Millet,20.24,52.9,9.75,1.0,1.23
Kodo_Millet,29.56,55.64,0.05,1.0,1.29
Kodo_Millet,33.74,30.3,12.13,1.0,1.49
Kodo_Millet,28.57,51.49,10.92,1.0,1.31
Kodo_Millet,28.41,23.52,10.26,1.0,1.49
Kodo_Millet,19.85,58.61,11.64,1.0,1.19
Kodo_Millet,27.94,75.07,10.2,1.0,1.15
Kodo_Millet,23.99,43.67,6.64,1.0,1.32
Kodo_Millet,34.12,27.83,9.24,1.0,1.51
Kodo_Millet,33.79,40.99,12.65,1.0,1.42
Kodo_Millet,33.53,53.25,4.05,1.0,1.34
Kodo_Millet,23.28,27.25,1.81,1.0,1.42
Kodo_Millet,18.92,84.63,8.85,1.0,1.02
Kodo_Millet,27.57,49.62,8.5,1.0,1.31
Kodo_Millet,18.23,37.41,0.76,1.0,1.31
Kodo_Millet,30.33,50.24,11.65,1.0,1.33
Kodo_Millet,34.01,64.79,5.68,1.0,1.26
Kodo_Millet,35.76,55.4,8.45,1.0,1.34
Kodo_Millet,26.65,41.72,0.28,1.0,1.35
Kodo_Millet,28.02,71.11,14.06,1.0,1.17
Kodo_Millet,21.62,24.34,1.67,1.0,1.42
Kodo_Millet,29.98,50.17,14.9,1.0,1.33
Kodo_Millet,27.33,64.04,1.59,1.0,1.21
Kodo_Millet,38.49,48.63,0.99,1.0,1.41
Kodo_Millet,28.28,32.35,5.91,1.0,1.43
Kodo_Millet,30.71,34.72,12.11,1.0,1.44
Kodo_Millet,22.47,53.22,11.01,1.0,1.25
Kodo_Millet,39.74,77.07,5.78,1.0,1.22
Kodo_Millet,31.88,61.39,13.74,1.0,1.27
Kodo_Millet,23.54,25.35,10.04,1.0,1.43
Kodo_Millet,29.06,57.81,0.17,1.0,1.27
Kodo_Millet,27.85,88.95,1.07,1.0,1.06
Kodo_Millet,20.48,46.11,3.38,1.0,1.27
Kodo_Millet,38.2,87.09,8.13,1.0,1.14
Kodo_Millet,37.78,89.86,9.48,1.0,1.12
Kodo_Millet,16.68,40.74,2.94,1.0,1.27
Kodo_Millet,15.21,48.95,0.99,1.0,1.21
Kodo_Millet,15.03,22.18,1.67,1.0,1.37
Kodo_Millet,28.82,51.82,1.02,1.0,1.31
Kodo_Millet,19.55,88.25,4.63,1.0,1.0
Kodo_Millet,30.17,33.52,0.73,1.0,1.44
Lentil,38.55,28.64,4.51,1.0,1.55
Lentil,22.7,81.41,2.43,1.0,1.07
Lentil,33.07,81.54,9.32,1.0,1.14
Lentil,34.06,48.84,7.7,1.0,1.37
Lentil,36.72,87.09,4.44,1.0,1.13
Lentil,25.61,29.1,3.49,1.0,1.43
Lentil,36.42,89.26,12.57,1.0,1.11
Lentil,22.86,21.27,1.74,1.0,1.45
Lentil,30.62,43.88,8.59,1.0,1.37
Lentil,33.2,81.18,0.7,1.0,1.14
Lentil,21.1,51.53,6.44,1.0,1.25
Lentil,30.19,54.7,14.02,1.0,1.3
Lentil,21.03,33.28,11.08,1.0,1.36
Lentil,24.71,33.61,11.42,1.0,1.39
Lentil,23.45,34.44,3.63,1.0,1.37
Lentil,15.98,55.63,11.63,1.0,1.18
Lentil,30.32,24.42,14.71,1.0,1.5
Lentil,16.0,35.22,8.18,1.0,1.3
Lentil,22.95,58.97,8.71,1.0,1.21
Lentil,17.6,32.91,5.07,1.0,1.33
Lentil,38.18,61.99,5.74,1.0,1.31
Lentil,36.66,46.32,10.46,1.0,1.41
Lentil,20.82,77.32,9.66,1.0,1.08
Lentil,20.24,57.02,7.19,1.0,1.2
Lentil,38.19,24.54,10.2,1.0,1.57
Lentil,26.54,36.84,7.93,1.0,1.39
Lentil,24.57,73.39,8.7,1.0,1.13
Lentil,30.43,41.58,7.4,1.0,1.39
Lentil,29.38,65.66,12.18,1.0,1.22
Lentil,39.67,78.95,10.16,1.0,1.2
Lentil,38.31,63.62,4.79,1.0,1.3
Lentil,30.17,80.78,12.84,1.0,1.13
Lentil,37.32,63.82,4.93,1.0,1.29
Lentil,28.27,22.27,10.97,1.0,1.5
Lentil,15.82,49.36,6.22,1.0,1.21
Lentil,22.52,55.03,7.91,1.0,1.23
Lentil,15.21,71.77,9.63,1.0,1.07
Lentil,31.86,61.66,2.58,1.0,1.27
Lentil,38.5,41.52,8.64,1.0,1.46
Lentil,19.38,32.91,7.47,1.0,1.35
Lentil,31.68,44.27,0.24,1.0,1.38
Lentil,17.71,54.0,1.41,1.0,1.2
Lentil,34.74,31.31,9.71,1.0,1.5
Lentil,24.14,49.88,14.53,1.0,1.28
Lentil,26.69,55.87,14.62,1.0,1.26
Lentil,37.26,26.46,13.32,1.0,1.55
Lentil,16.63,49.87,2.79,1.0,1.22
Lentil,18.37,24.21,6.1,1.0,1.39
Lentil,18.3,28.19,14.55,1.0,1.37
Lentil,22.64,74.88,7.14,1.0,1.11
Lettuce,33.76,57.7,3.66,1.0,1.31
Lettuce,31.88,74.33,8.31,1.0,1.18
Lettuce,24.58,20.94,9.51,1.0,1.47
Lettuce,18.51,63.46,11.43,1.0,1.15
Lettuce,20.26,77.24,10.84,1.0,1.08
Lettuce,18.82,36.46,3.41,1.0,1.32
Lettuce,24.7,77.61,2.48,1.0,1.11
Lettuce,18.56,38.06,13.85,1.0,1.31
Lettuce,21.26,84.86,13.88,1.0,1.04
Lettuce,34.24,48.0,14.07,1.0,1.38
Lettuce,19.8,22.44,13.64,1.0,1.42
Lettuce,33.92,55.44,3.82,1.0,1.32
Lettuce,33.77,21.03,7.4,1.0,1.56
Lettuce,32.18,28.27,5.42,1.0,1.49
Lettuce,18.75,73.26,14.83,1.0,1.09
Lettuce,24.66,77.69,8.09,1.0,1.11
Lettuce,23.15,87.77,10.92,1.0,1.03
Lettuce,29.73,22.78,11.94,1.0,1.51
Lettuce,18.43,52.14,9.1,1.0,1.22
Lettuce,32.32,35.74,12.31,1.0,1.44
Lettuce,34.29,46.05,5.81,1.0,1.39
Lettuce,34.55,30.4,0.38,1.0,1.5
Lettuce,36.81,34.35,4.31,1.0,1.49
Lettuce,29.77,88.35,14.28,1.0,1.07
Lettuce,37.21,62.6,11.62,1.0,1.3
Lettuce,19.19,71.76,2.8,1.0,1.1
Lettuce,37.31,88.41,7.7,1.0,1.12
Lettuce,36.2,66.94,2.64,1.0,1.26
Lettuce,37.57,58.4,6.26,1.0,1.33
Lettuce,31.02,75.92,14.1,1.0,1.16
Lettuce,21.15,45.08,13.12,1.0,1.29
Lettuce,17.8,82.23,5.47,1.0,1.03
Lettuce,26.79,57.59,1.0,1.0,1.25
Lettuce,32.18,67.37,6.67,1.0,1.23
Lettuce,21.77,23.71,12.6,1.0,1.43
Lettuce,21.39,72.91,0.72,1.0,1.11
Lettuce,29.61,43.84,4.49,1.0,1.37
Lettuce,39.08,58.19,7.34,1.0,1.35
Lettuce,22.7,48.89,4.01,1.0,1.27
Lettuce,32.45,73.56,2.14,1.0,1.19
Lettuce,30.45,24.54,7.53,1.0,1.5
Lettuce,27.0,74.81,12.55,1.0,1.14
Lettuce,38.03,71.29,2.37,1.0,1.25
Lettuce,30.2,81.76,9.41,1.0,1.12
Lettuce,39.54,26.15,9.97,1.0,1.58
Lettuce,23.38,85.24,13.36,1.0,1.05
Lettuce,30.35,29.96,4.94,1.0,1.46
Lettuce,39.75,29.92,0.08,1.0,1.55
Lettuce,28.55,88.37,3.37,1.0,1.06
Lettuce,34.45,71.21,5.87,1.0,1.22
Linseed,16.13,20.16,7.75,1.0,1.39
Linseed,18.81,73.25,7.86,1.0,1.09
Linseed,38.65,51.54,2.16,1.0,1.39
Linseed,26.7,51.41,9.85,1.0,1.29
Linseed,27.76,72.55,2.89,1.0,1.16
Linseed,16.06,61.59,7.17,1.0,1.14
Linseed,36.57,29.06,13.5,1.0,1.53
Linseed,37.92,50.03,14.92,1.0,1.39
Linseed,28.94,80.11,11.83,1.0,1.12
Linseed,16.97,43.09,11.16,1.0,1.26
Linseed,24.6,54.65,0.76,1.0,1.25
Linseed,15.18,34.36,0.25,1.0,1.3
Linseed,23.34,85.91,14.82,1.0,1.04
Linseed,34.11,48.0,8.36,1.0,1.38
Linseed,25.57,52.97,14.91,1.0,1.27
Linseed,38.02,66.32,9.28,1.0,1.28
Linseed,38.23,72.48,3.22,1.0,1.24
Linseed,29.5,64.42,0.78,1.0,1.23
Linseed,38.74,84.4,1.36,1.0,1.16
Linseed,31.7,31.91,14.19,1.0,1.46
Linseed,19.28,20.73,10.95,1.0,1.42
Linseed,15.4,58.57,13.42,1.0,1.16
Linseed,39.97,51.45,11.96,1.0,1.4
Linseed,39.21,86.89,0.75,1.0,1.15
Linseed,19.45,56.85,1.82,1.0,1.2
Linseed,18.37,81.15,0.41,1.0,1.04
Linseed,21.79,77.83,6.5,1.0,1.09
Linseed,17.69,64.98,6.56,1.0,1.13
Linseed,38.62,48.0,0.7,1.0,1.41
Linseed,17.61,67.34,5.98,1.0,1.12
Linseed,21.19,73.11,9.41,1.0,1.11
Linseed,35.91,33.32,13.44,1.0,1.49
Linseed,29.19,53.61,9.03,1.0,1.3
Linseed,34.41,52.75,8.91,1.0,1.35
Linseed,29.97,49.5,10.33,1.0,1.33
Linseed,30.04,49.23,13.51,1.0,1.33
Linseed,37.0,22.44,4.03,1.0,1.58
Linseed,38.86,72.52,9.83,1.0,1.24
Linseed,29.63,32.73,11.17,1.0,1.44
Linseed,39.26,65.22,4.54,1.0,1.3
Linseed,30.41,66.99,5.25,1.0,1.22
Linseed,37.68,65.83,1.73,1.0,1.28
Linseed,20.57,45.99,10.2,1.0,1.28
Linseed,31.35,61.94,5.62,1.0,1.26
Linseed,35.74,27.46,0.23,1.0,1.53
Linseed,23.52,48.83,13.36,1.0,1.28
Linseed,18.58,37.94,8.54,1.0,1.31
Linseed,17.1,58.8,0.41,1.0,1.17
Linseed,30.3,63.52,11.16,1.0,1.24
Linseed,26.2,50.94,13.26,1.0,1.29
Litchi,36.55,54.52,0.99,1.0,1.35
Litchi,38.6,49.25,6.81,1.0,1.4
Litchi,37.91,52.29,8.44,1.0,1.38
Litchi,37.31,25.47,5.47,1.0,1.56
Litchi,23.1,48.84,7.8,1.0,1.28
Litchi,31.26,39.18,13.55,1.0,1.41
Litchi,32.78,28.61,9.85,1.0,1.5
Litchi,23.46,81.65,9.31,1.0,1.07
Litchi,39.8,39.93,1.39,1.0,1.48
Litchi,33.19,81.25,8.18,1.0,1.14
Litchi,37.79,78.64,5.02,1.0,1.19
Litchi,27.44,79.6,1.69,1.0,1.11
Litchi,28.51,62.63,11.21,1.0,1.23
Litchi,26.02,80.12,11.47,1.0,1.1
Litchi,26.47,29.49,8.13,1.0,1.43
Litchi,29.93,47.06,7.49,1.0,1.35
Litchi,34.74,79.98,5.65,1.0,1.16
Litchi,36.21,44.21,13.79,1.0,1.42
Litchi,31.53,87.27,3.65,1.0,1.09
Litchi,32.35,58.68,11.16,1.0,1.29
Litchi,28.51,80.71,7.17,1.0,1.11
Litchi,19.21,62.07,3.96,1.0,1.16
Litchi,38.23,21.09,0.03,1.0,1.6
Litchi,23.48,88.18,7.02,1.0,1.03
Litchi,25.56,81.21,13.34,1.0,1.09
Litchi,15.1,35.47,14.6,1.0,1.29
Litchi,37.84,31.43,14.95,1.0,1.52
Litchi,19.59,71.01,1.52,1.0,1.11
Litchi,31.41,66.61,5.02,1.0,1.23
Litchi,26.47,31.42,0.1,1.0,1.42
Litchi,33.64,63.6,1.24,1.0,1.27
Litchi,31.98,76.05,5.93,1.0,1.17
Litchi,23.43,48.55,13.69,1.0,1.28
Litchi,39.59,63.28,12.69,1.0,1.31
Litchi,31.98,75.9,7.56,1.0,1.17
Litchi,30.72,57.68,5.91,1.0,1.28
Litchi,22.32,39.45,0.3,1.0,1.33
Litchi,39.32,54.03,6.92,1.0,1.38
Litchi,36.54,23.35,1.39,1.0,1.57
Litchi,31.46,56.12,14.3,1.0,1.3
Litchi,17.57,78.41,2.49,1.0,1.05
Litchi,20.57,55.73,5.0,1.0,1.21
Litchi,38.75,67.74,2.75,1.0,1.28
Litchi,33.54,81.03,11.37,1.0,1.15
Litchi,34.06,84.84,10.7,1.0,1.12
Litchi,35.59,62.17,8.9,1.0,1.29
Litchi,20.16,24.83,13.42,1.0,1.4
Litchi,34.22,69.65,2.27,1.0,1.23
Litchi,17.34,60.76,11.87,1.0,1.16
Litchi,30.55,31.8,3.9,1.0,1.45
Little_Millet,24.75,51.75,14.75,1.0,1.27
Little_Millet,21.15,37.95,12.15,1.0,1.33
Little_Millet,18.89,71.78,3.53,1.0,1.1
Little_Millet,24.05,74.23,3.47,1.0,1.12
Little_Millet,21.13,31.5,4.92,1.0,1.37
Little_Millet,24.62,83.75,9.94,1.0,1.07
Little_Millet,15.76,46.39,4.51,1.0,1.23
Little_Millet,39.41,48.64,0.91,1.0,1.42
Little_Millet,37.02,40.36,10.65,1.0,1.45
Little_Millet,20.06,55.1,8.53,1.0,1.21
Little_Millet,16.3,26.63,0.93,1.0,1.36
Little_Millet,30.56,25.38,5.14,1.0,1.5
Little_Millet,33.91,38.28,4.91,1.0,1.44
Little_Millet,24.57,20.51,7.76,1.0,1.47
Little_Millet,30.92,73.78,5.19,1.0,1.18
Little_Millet,32.84,26.41,3.99,1.0,1.51
Little_Millet,20.15,33.04,12.5,1.0,1.35
Little_Millet,15.07,85.24,4.39,1.0,0.99
Little_Millet,15.98,47.32,13.39,1.0,1.23
Little_Millet,28.35,85.54,12.24,1.0,1.08
Little_Millet,38.31,59.07,1.55,1.0,1.33
Little_Millet,33.7,65.58,4.47,1.0,1.25
Little_Millet,18.61,55.67,7.33,1.0,1.2
Little_Millet,38.63,44.5,8.99,1.0,1.44
Little_Millet,37.37,33.82,9.78,1.0,1.5
Little_Millet,21.96,59.04,6.93,1.0,1.2
Little_Millet,24.41,69.32,8.52,1.0,1.16
Little_Millet,34.46,61.05,0.45,1.0,1.29
Little_Millet,39.38,56.08,5.17,1.0,1.36
Little_Millet,22.54,65.6,3.64,1.0,1.17
Little_Millet,17.71,64.39,12.98,1.0,1.14
Little_Millet,33.08,85.35,4.64,1.0,1.11
Little_Millet,33.37,76.82,1.26,1.0,1.17
Little_Millet,29.7,68.48,12.85,1.0,1.2
Little_Millet,37.47,70.72,12.51,1.0,1.25
Little_Millet,28.46,56.55,14.53,1.0,1.27
Little_Millet,26.86,79.89,5.34,1.0,1.11
Little_Millet,26.09,81.14,8.84,1.0,1.09
Little_Millet,33.57,27.86,13.64,1.0,1.51
Little_Millet,35.69,63.56,12.54,1.0,1.28
Little_Millet,17.51,78.19,1.53,1.0,1.05
Little_Millet,38.85,37.2,5.81,1.0,1.49
Little_Millet,28.36,79.8,6.85,1.0,1.12
Little_Millet,28.19,83.98,12.45,1.0,1.09
Little_Millet,37.18,33.51,12.44,1.0,1.5
Little_Millet,19.68,67.47,0.99,1.0,1.13
Little_Millet,22.18,21.13,7.82,1.0,1.45
Little_Millet,19.22,78.71,2.44,1.0,1.06
Little_Millet,17.72,74.88,11.01,1.0,1.07
Little_Millet,31.1,29.89,0.32,1.0,1.47
Maize,38.13,66.22,11.08,1.0,1.28
Maize,23.56,56.9,2.32,1.0,1.23
Maize,15.66,79.0,12.34,1.0,1.03
Maize,31.87,47.01,6.0,1.0,1.36
Maize,17.84,40.6,3.7,1.0,1.29
Maize,30.66,55.3,9.48,1.0,1.3
Maize,29.2,83.94,7.3,1.0,1.1
Maize,26.27,42.54,6.3,1.0,1.35
Maize,30.17,46.29,8.38,1.0,1.35
Maize,23.1,22.63,0.99,1.0,1.45
Maize,36.96,87.55,5.42,1.0,1.13
Maize,31.04,71.35,5.69,1.0,1.19
Maize,15.3,20.41,3.04,1.0,1.39
Maize,16.96,31.49,7.52,1.0,1.33
Maize,29.93,50.23,0.59,1.0,1.33
Maize,38.69,45.0,5.89,1.0,1.44
Maize,30.07,74.95,2.58,1.0,1.16
Maize,17.16,35.43,7.0,1.0,1.31
Maize,19.38,53.93,2.75,1.0,1.22
Maize,20.91,80.55,5.98,1.0,1.06
Maize,31.22,66.81,13.38,1.0,1.23
Maize,33.46,46.0,7.73,1.0,1.38
Maize,16.95,78.99,13.74,1.0,1.04
Maize,26.66,53.93,12.61,1.0,1.28
Maize,15.04,58.08,7.58,1.0,1.16
Maize,15.87,34.29,11.69,1.0,1.31
Maize,29.6,47.14,9.64,1.0,1.34
Maize,32.38,49.36,6.56,1.0,1.35
Maize,21.46,68.37,7.23,1.0,1.14
Maize,24.71,52.09,3.46,1.0,1.27
Maize,19.35,72.34,3.76,1.0,1.1
Maize,19.56,63.85,7.75,1.0,1.16
Maize,36.01,61.79,4.28,1.0,1.3
Maize,30.04,59.77,5.66,1.0,1.26
Maize,37.24,48.2,2.89,1.0,1.4
Maize,32.62,89.84,8.46,1.0,1.08
Maize,26.18,78.87,10.55,1.0,1.11
Maize,17.76,26.6,6.83,1.0,1.37
Maize,23.77,54.81,12.31,1.0,1.25
Maize,21.77,46.13,5.16,1.0,1.28
Maize,20.52,81.86,6.75,1.0,1.05
Maize,33.43,23.4,2.41,1.0,1.54
Maize,34.22,49.37,9.21,1.0,1.37
Maize,37.9,55.72,5.66,1.0,1.35
Maize,21.31,61.66,12.18,1.0,1.18
Maize,27.96,26.8,2.48,1.0,1.46
Maize,27.44,56.87,9.2,1.0,1.26
Maize,39.16,32.55,11.88,1.0,1.53
Maize,30.36,78.98,0.19,1.0,1.14
Maize,32.13,64.39,14.46,1.0,1.25
Mango,21.06,46.3,12.57,1.0,1.28
Mango,29.65,82.0,4.52,1.0,1.11
Mango,27.74,75.99,0.92,1.0,1.14
Mango,35.53,25.68,4.21,1.0,1.54
Mango,35.96,22.86,8.45,1.0,1.56
Mango,38.05,73.44,2.05,1.0,1.23
Mango,21.89,35.19,2.13,1.0,1.35
Mango,30.0,52.0,5.96,1.0,1.32
Mango,15.39,76.56,11.84,1.0,1.05
Mango,25.46,79.6,1.51,1.0,1.1
Mango,29.23,23.77,14.26,1.0,1.5
Mango,30.16,77.38,8.89,1.0,1.15
Mango,36.09,57.27,7.85,1.0,1.33
Mango,16.43,56.59,12.68,1.0,1.18
Mango,18.55,65.53,11.5,1.0,1.14
Mango,31.36,48.18,1.34,1.0,1.35
Mango,33.78,22.95,6.93,1.0,1.54
Mango,25.22,87.31,7.0,1.0,1.05
Mango,21.39,33.67,5.36,1.0,1.36
