N,P,K,temperature,humidity,ph,rainfall,soil_type,state,season,label
19.71,53.61,23.23,37.93,62.18,6.64,626.28,Sandy Loam,Karnataka,Summer,Mungbean
160.91,61.47,147.5,21.62,80.64,5.61,1237.86,Forest Soil,Tamil Nadu,Perennial,Coffee
29.25,65.11,25.79,24.5,67.48,6.75,506.72,Red Soil,Maharashtra,Kharif,Pigeonpeas
85.28,65.23,92.99,26.02,68.14,5.75,1003.43,Laterite,Andhra Pradesh,Perennial,Mango
102.34,40.36,153.88,30.89,92.08,6.9,2652.99,Coastal Sandy,Andhra Pradesh,Perennial,Coconut
15.74,50.63,22.19,33.33,82.43,6.46,775.83,Loamy,Madhya Pradesh,Kharif,Blackgram
69.86,34.74,50.25,24.5,66.7,5.52,1430.46,Loamy,West Bengal,Kharif,Rice
169.12,63.65,117.05,24.33,86.5,5.41,1800.64,Forest Soil,Karnataka,Perennial,Coffee
70.57,35.21,162.84,24.58,84.54,6.38,2331.7,Laterite,Andhra Pradesh,Perennial,Coconut
154.45,55.24,160.22,22.89,95.66,5.65,2448.0,Laterite,Karnataka,Perennial,Coffee
93.47,38.01,36.05,28.83,55.76,7.51,1078.94,Black Soil,Maharashtra,Kharif,Cotton
104.63,38.65,127.59,15.67,65.48,5.23,2525.26,Laterite,Kerala,Perennial,Coffee
19.97,47.48,21.68,19.9,38.5,6.34,448.31,Loamy,West Bengal,Rabi,Lentil
24.27,57.31,24.87,29.69,54.5,6.18,735.79,Alluvial,Jammu Kashmir,Kharif,Kidneybeans
91.23,49.71,220.4,26.25,95.6,6.73,1779.01,Coastal Sandy,Kerala,Perennial,Coconut
171.29,46.2,158.0,23.59,86.28,4.77,1515.58,Laterite,Kerala,Perennial,Coffee
21.0,46.01,22.1,26.55,70.79,6.72,565.59,Black Soil,Tamil Nadu,Kharif,Blackgram
20.7,68.22,27.03,27.1,58.55,6.47,917.0,Black Soil,Maharashtra,Kharif,Blackgram
36.76,15.17,21.96,27.06,39.12,6.32,508.62,Loamy,Punjab,Summer,Muskmelon
16.53,49.29,18.11,28.35,59.02,5.86,370.44,Loamy,Karnataka,Summer,Mungbean
91.48,52.54,99.36,27.95,69.33,5.91,761.3,Loamy,Karnataka,Perennial,Mango
113.41,55.92,90.28,24.23,54.09,7.24,478.87,Red Soil,Andhra Pradesh,Perennial,Grapes
193.81,35.07,210.63,33.63,78.73,7.07,1808.24,Loamy,Tamil Nadu,Perennial,Banana
86.3,56.25,56.32,30.68,47.83,6.47,525.48,Loamy,Karnataka,Rabi,Maize
12.59,53.29,16.61,31.66,79.88,6.5,462.45,Alluvial,Andhra Pradesh,Summer,Mungbean
99.81,27.59,270.28,21.04,94.31,5.85,2135.64,Coastal Sandy,Kerala,Perennial,Coconut
130.5,201.11,429.95,31.91,80.41,5.74,1891.42,Loamy,Karnataka,Perennial,Papaya
22.36,45.51,25.76,24.43,56.83,6.56,309.05,Alluvial,Bihar,Rabi,Lentil
180.44,63.62,320.87,27.78,74.42,6.71,1762.49,Loamy,Tamil Nadu,Perennial,Banana
89.29,64.22,249.84,28.41,78.52,5.59,1960.26,Coastal Sandy,Karnataka,Perennial,Coconut
103.86,43.37,203.43,37.14,83.72,6.17,2257.22,Loamy,Karnataka,Perennial,Coconut
143.86,69.18,91.75,18.29,62.73,5.06,1543.06,Forest Soil,Karnataka,Perennial,Coffee
44.78,46.65,44.28,26.38,91.95,5.45,1210.75,Alluvial,Andhra Pradesh,Kharif,Rice
19.75,38.32,22.07,38.18,37.17,7.23,286.12,Sandy,Rajasthan,Kharif,Mothbeans
62.39,42.15,49.26,31.7,65.3,6.46,393.56,Loamy,Punjab,Summer,Muskmelon
204.95,188.81,408.23,30.28,85.15,6.1,1596.38,Sandy Loam,Karnataka,Perennial,Papaya
24.41,50.85,26.76,21.38,39.84,7.1,273.69,Black Soil,Rajasthan,Rabi,Chickpea
14.4,55.01,31.59,28.47,44.99,5.78,669.93,Black Soil,Uttar Pradesh,Kharif,Blackgram
66.2,39.26,57.18,23.85,73.8,6.54,998.44,Black Soil,Andhra Pradesh,Kharif,Cotton
22.36,47.51,16.59,31.25,56.92,6.2,284.08,Arid,Maharashtra,Kharif,Mothbeans
80.24,51.23,90.64,29.15,66.13,5.27,1172.46,Laterite,Maharashtra,Perennial,Mango
89.18,37.74,64.45,33.44,68.3,6.07,397.05,Sandy Loam,Maharashtra,Summer,Watermelon
111.92,32.79,175.46,24.36,66.53,5.92,1343.46,Forest Soil,Kerala,Perennial,Coffee
134.26,35.04,139.44,25.25,58.19,6.0,2109.19,Loamy,Tamil Nadu,Perennial,Coffee
76.71,47.81,49.34,21.48,58.62,5.89,434.26,Sandy Loam,Maharashtra,Summer,Muskmelon
70.03,52.13,101.38,33.56,58.2,5.36,1011.68,Alluvial,Uttar Pradesh,Perennial,Mango
169.32,61.88,338.62,28.71,83.5,5.81,2130.99,Loamy,Andhra Pradesh,Perennial,Banana
22.83,65.98,34.97,23.77,46.39,6.19,529.59,Alluvial,Himachal Pradesh,Kharif,Kidneybeans
16.58,51.91,25.97,29.9,42.02,7.22,331.74,Sandy,Rajasthan,Kharif,Mothbeans
14.29,46.8,15.6,28.26,40.61,6.68,284.79,Arid,Maharashtra,Kharif,Mothbeans
211.08,41.25,148.14,22.88,83.65,6.85,2269.76,Clayey,Gujarat,Perennial,Banana
157.33,64.41,116.71,24.48,78.12,5.54,1912.74,Laterite,Tamil Nadu,Perennial,Coffee
72.55,39.27,39.21,26.69,40.46,5.96,522.99,Alluvial,Maharashtra,Summer,Muskmelon
19.99,36.14,14.44,30.8,68.64,6.09,511.75,Alluvial,Maharashtra,Kharif,Mungbean
15.76,70.83,21.43,20.65,34.83,6.64,364.84,Sandy Loam,West Bengal,Rabi,Lentil
200.64,47.33,265.03,31.1,87.74,6.7,1911.73,Clayey,Gujarat,Perennial,Banana
230.93,234.61,570.58,25.59,84.86,5.96,1530.0,Loamy,Maharashtra,Perennial,Papaya
85.89,37.0,45.57,26.69,38.32,6.58,288.82,Alluvial,Uttar Pradesh,Summer,Muskmelon
12.05,42.97,11.02,34.64,49.19,7.29,266.01,Arid,Maharashtra,Kharif,Mothbeans
25.68,45.43,19.08,20.61,48.91,6.35,371.51,Sandy Loam,West Bengal,Rabi,Lentil
126.31,89.81,51.99,26.39,58.41,7.52,480.56,Loamy,Karnataka,Kharif,Maize
67.94,56.86,46.39,26.95,45.17,5.87,493.6,Sandy Loam,Rajasthan,Kharif,Maize
20.92,53.51,15.65,20.91,41.09,6.48,406.59,Loamy,West Bengal,Rabi,Lentil
14.18,54.41,17.76,17.88,66.07,6.59,305.28,Sandy Loam,Uttar Pradesh,Rabi,Lentil
109.24,53.69,41.78,28.99,60.76,7.0,469.8,Sandy Loam,Andhra Pradesh,Summer,Watermelon
19.45,43.71,19.82,21.65,48.57,7.0,444.08,Black Soil,Karnataka,Rabi,Chickpea
135.59,65.82,12.25,22.76,67.5,5.6,763.77,Loamy,Rajasthan,Kharif,Maize
15.06,37.83,25.36,24.75,74.46,5.67,644.39,Sandy Loam,Karnataka,Kharif,Mungbean
123.57,70.28,99.27,30.34,38.56,6.07,547.63,Black Soil,Karnataka,Perennial,Grapes
110.21,58.23,225.62,32.06,90.76,5.76,2017.98,Laterite,Tamil Nadu,Perennial,Coconut
103.59,49.86,30.97,24.87,81.42,6.74,475.75,Black Soil,Telangana,Kharif,Cotton
58.78,27.53,60.42,31.32,49.11,6.36,338.85,Loamy,Punjab,Summer,Muskmelon
62.55,23.82,35.84,23.66,87.57,5.83,1213.29,Alluvial,Odisha,Kharif,Jute
82.99,36.65,36.66,32.27,100.0,6.27,2018.53,Loamy,Odisha,Kharif,Jute
220.09,68.1,218.17,27.51,70.0,6.85,1746.76,Alluvial,Gujarat,Perennial,Banana
17.57,56.95,24.08,21.25,34.67,6.83,360.15,Arid,Gujarat,Kharif,Mothbeans
56.22,34.75,31.55,26.94,92.67,5.51,1748.7,Alluvial,Odisha,Kharif,Jute
119.42,50.6,42.64,31.24,50.01,6.62,706.84,Black Soil,Andhra Pradesh,Kharif,Cotton
188.59,51.01,204.82,35.62,82.53,5.76,1663.25,Clayey,Tamil Nadu,Perennial,Banana
171.22,208.47,474.96,31.63,74.3,5.27,1223.08,Sandy Loam,Andhra Pradesh,Perennial,Papaya
226.34,52.2,285.28,28.91,82.58,6.24,1494.85,Clayey,Maharashtra,Perennial,Banana
84.34,39.76,97.34,27.01,66.05,6.83,895.9,Alluvial,Andhra Pradesh,Perennial,Mango
70.67,43.61,178.15,35.79,96.16,5.58,2752.4,Laterite,Tamil Nadu,Perennial,Coconut
23.94,35.87,9.74,19.24,33.04,6.96,225.47,Loamy,West Bengal,Rabi,Lentil
93.91,52.56,71.61,21.97,45.64,6.62,769.19,Black Soil,Telangana,Kharif,Cotton
124.24,27.85,135.3,23.48,77.38,5.76,1644.61,Loamy,Kerala,Perennial,Coffee
122.9,47.21,28.01,19.78,75.87,5.81,783.81,Loamy,Punjab,Kharif,Rice
18.89,42.01,12.22,24.93,74.03,7.21,426.65,Loamy,Rajasthan,Summer,Mungbean
172.72,45.29,123.2,23.44,69.97,6.13,2326.37,Loamy,Kerala,Perennial,Coffee
123.56,67.56,150.52,31.72,54.03,5.27,1453.67,Loamy,Punjab,Perennial,Orange
89.95,46.47,110.08,26.88,73.72,6.61,1431.69,Loamy,Maharashtra,Perennial,Orange
77.84,55.7,67.2,13.15,65.91,5.44,1396.0,Loamy,Jammu Kashmir,Perennial,Apple
85.98,30.14,38.32,25.49,90.15,5.83,1308.57,Loamy,West Bengal,Kharif,Rice
126.75,49.11,160.62,26.59,77.38,5.3,2145.08,Laterite,Karnataka,Perennial,Coffee
185.33,55.36,136.0,16.22,79.25,5.93,1918.63,Laterite,Karnataka,Perennial,Coffee
79.76,38.5,159.78,28.61,76.2,5.99,2081.11,Laterite,Karnataka,Perennial,Coconut
75.31,37.67,46.58,24.78,43.02,6.2,584.34,Black Soil,Maharashtra,Perennial,Pomegranate
34.97,51.02,88.9,13.41,84.2,5.96,1276.81,Mountain Soil,Uttarakhand,Perennial,Apple
12.65,42.83,18.23,23.59,41.58,6.19,628.67,Loamy,Uttarakhand,Kharif,Kidneybeans
66.43,39.78,59.79,29.94,50.27,6.6,412.53,Sandy Loam,Karnataka,Rabi,Maize
87.44,48.91,139.85,24.93,80.93,6.44,1400.69,Loamy,Punjab,Perennial,Orange
35.42,44.93,30.74,30.5,64.71,6.6,271.62,Alluvial,Punjab,Summer,Muskmelon
52.17,32.74,43.91,33.7,57.76,6.28,164.93,Sandy Loam,Punjab,Summer,Muskmelon
102.1,62.22,71.86,32.22,52.8,6.0,697.95,Loamy,Maharashtra,Perennial,Mango
57.18,38.39,49.23,25.05,40.74,6.33,373.29,Black Soil,Karnataka,Perennial,Pomegranate
98.34,42.07,164.73,28.04,70.53,5.38,1596.56,Coastal Sandy,Tamil Nadu,Perennial,Coconut
72.81,40.88,63.98,31.52,50.9,6.07,530.39,Sandy Loam,Karnataka,Summer,Watermelon
103.01,52.09,95.55,30.89,55.02,6.45,1143.98,Alluvial,Andhra Pradesh,Perennial,Mango
21.64,48.18,22.8,24.42,43.46,5.75,308.92,Black Soil,Maharashtra,Kharif,Blackgram
127.81,39.14,171.04,26.79,93.24,5.06,2429.62,Coastal Sandy,Karnataka,Perennial,Coconut
24.07,58.87,20.86,25.92,69.74,6.31,652.59,Alluvial,Madhya Pradesh,Kharif,Blackgram
60.66,29.03,48.02,24.29,45.45,7.15,336.65,Red Soil,Maharashtra,Perennial,Pomegranate
79.76,37.06,46.81,28.95,77.85,5.61,934.82,Loamy,West Bengal,Kharif,Rice
131.95,65.12,37.93,33.89,72.04,6.93,585.81,Alluvial,Maharashtra,Kharif,Cotton
13.76,47.55,19.68,27.66,68.29,5.87,401.83,Loamy,Karnataka,Kharif,Mungbean
76.5,50.72,135.69,27.51,56.06,6.81,390.6,Sandy Loam,Andhra Pradesh,Perennial,Grapes
184.31,61.48,169.83,20.74,73.67,6.03,1989.37,Laterite,Tamil Nadu,Perennial,Coffee
19.32,46.98,27.4,32.02,54.77,7.27,490.33,Alluvial,Rajasthan,Kharif,Mungbean
75.85,30.61,44.03,30.53,87.28,6.22,416.09,Sandy Loam,Maharashtra,Summer,Watermelon
76.0,32.7,30.27,25.25,90.54,7.28,1684.11,Loamy,Odisha,Kharif,Jute
10.42,37.71,22.92,31.89,36.08,8.5,100.0,Sandy Loam,Maharashtra,Kharif,Mothbeans
13.59,50.03,17.91,32.97,44.52,6.68,214.98,Sandy,Gujarat,Kharif,Mothbeans
108.4,32.39,49.61,28.99,65.16,5.85,530.42,Sandy Loam,Uttar Pradesh,Summer,Muskmelon
20.32,31.14,29.97,29.95,75.07,6.35,838.96,Alluvial,Maharashtra,Kharif,Blackgram
13.37,37.04,20.58,31.37,67.99,6.56,659.61,Loamy,Maharashtra,Summer,Mungbean
126.32,56.08,93.07,16.92,42.61,6.57,338.98,Black Soil,Karnataka,Perennial,Grapes
82.44,31.84,31.15,32.02,73.5,5.77,225.06,Sandy Loam,Rajasthan,Summer,Muskmelon
131.81,54.6,201.39,26.44,78.47,6.28,1451.73,Loamy,Karnataka,Perennial,Coconut
108.98,32.19,42.54,20.13,62.63,6.58,1071.49,Loamy,Himachal Pradesh,Perennial,Apple
114.94,71.77,30.23,25.97,57.85,6.96,384.89,Loamy,Bihar,Kharif,Maize
138.29,46.82,49.03,27.03,70.13,6.78,708.51,Alluvial,Madhya Pradesh,Rabi,Maize
113.85,54.05,103.56,29.42,68.85,5.74,1228.68,Sandy Loam,Rajasthan,Perennial,Orange
72.11,32.06,51.65,27.57,40.67,6.71,681.63,Red Soil,Andhra Pradesh,Perennial,Pomegranate
15.0,62.12,35.3,19.12,57.03,6.57,739.52,Alluvial,Himachal Pradesh,Kharif,Kidneybeans
138.0,47.48,108.13,35.45,68.49,6.39,383.31,Alluvial,Uttar Pradesh,Perennial,Mango
89.19,61.17,72.6,23.88,67.48,6.11,1560.58,Alluvial,Rajasthan,Perennial,Orange
17.86,42.26,27.69,18.98,53.63,6.8,433.42,Loamy,Madhya Pradesh,Rabi,Lentil
54.94,37.46,18.63,33.85,93.57,6.78,1585.01,Loamy,West Bengal,Kharif,Jute
9.29,40.68,23.51,37.35,47.53,8.11,360.98,Arid,Gujarat,Kharif,Mothbeans
81.64,29.23,32.96,26.93,91.02,6.27,1243.0,Alluvial,Bihar,Kharif,Jute
73.15,42.6,44.8,26.11,79.33,5.56,1106.81,Loamy,West Bengal,Kharif,Rice
103.12,42.91,29.05,32.71,47.43,6.02,529.48,Loamy,Rajasthan,Kharif,Maize
10.69,23.08,20.71,29.33,74.37,5.69,426.7,Alluvial,Andhra Pradesh,Kharif,Mungbean
84.98,40.33,87.12,20.29,68.83,6.46,791.69,Loamy,Uttarakhand,Perennial,Apple
84.53,33.22,108.31,24.38,73.17,5.8,895.71,Alluvial,Jammu Kashmir,Perennial,Apple
13.83,49.84,35.97,21.95,41.74,6.6,377.47,Loamy,Himachal Pradesh,Kharif,Kidneybeans
67.69,34.08,133.24,12.98,77.51,5.73,1057.87,Alluvial,Jammu Kashmir,Perennial,Apple
18.1,48.5,26.06,29.15,43.12,6.49,449.47,Alluvial,Karnataka,Summer,Mungbean
123.78,42.09,114.76,24.83,66.06,5.72,1025.63,Laterite,Tamil Nadu,Perennial,Coffee
72.14,46.48,81.43,24.52,78.49,6.38,542.36,Alluvial,Jammu Kashmir,Perennial,Apple
17.08,68.2,28.75,18.9,63.66,6.52,593.44,Alluvial,Jammu Kashmir,Kharif,Kidneybeans
109.97,41.69,69.99,29.07,80.27,5.5,955.13,Loamy,Punjab,Perennial,Orange
176.22,175.16,476.97,30.81,95.45,6.68,579.83,Alluvial,Karnataka,Perennial,Papaya
15.06,36.18,28.81,25.8,35.92,8.09,389.97,Sandy,Gujarat,Kharif,Mothbeans
50.9,22.3,49.6,21.89,37.74,6.32,639.48,Black Soil,Andhra Pradesh,Perennial,Pomegranate
254.42,175.62,430.99,30.4,88.71,5.7,1534.26,Sandy Loam,Andhra Pradesh,Perennial,Papaya
22.14,35.58,20.41,33.03,35.06,7.01,220.85,Sandy,Maharashtra,Kharif,Mothbeans
192.37,46.14,348.94,27.56,75.39,6.39,2201.58,Alluvial,Tamil Nadu,Perennial,Banana
28.97,24.08,31.34,28.11,53.17,6.67,686.49,Black Soil,Maharashtra,Kharif,Pigeonpeas
20.27,45.39,23.14,21.32,64.15,6.68,215.75,Alluvial,Bihar,Rabi,Lentil
125.72,61.8,154.84,22.27,59.27,5.44,1371.8,Forest Soil,Tamil Nadu,Perennial,Coffee
80.02,74.66,131.06,29.62,49.97,6.87,597.44,Black Soil,Tamil Nadu,Perennial,Grapes
274.63,139.35,453.05,29.31,97.47,6.61,1024.38,Alluvial,Karnataka,Perennial,Papaya
12.91,33.48,9.62,18.62,45.14,7.7,380.11,Sandy Loam,Gujarat,Kharif,Mothbeans
74.47,39.67,41.72,26.75,59.24,6.67,483.59,Alluvial,Karnataka,Summer,Watermelon
16.86,27.86,27.11,42.97,27.8,7.22,267.42,Sandy,Maharashtra,Kharif,Mothbeans
27.45,31.43,38.39,21.61,61.98,5.97,616.9,Loamy,Uttarakhand,Kharif,Kidneybeans
57.33,28.83,64.04,33.42,54.04,5.66,358.92,Black Soil,Maharashtra,Perennial,Pomegranate
73.1,51.02,45.37,31.13,49.21,7.3,324.51,Alluvial,Rajasthan,Summer,Muskmelon
85.21,32.16,37.29,25.97,76.65,6.0,1850.09,Loamy,Andhra Pradesh,Kharif,Rice
26.44,36.5,31.89,32.29,35.03,6.64,833.39,Loamy,Gujarat,Kharif,Pigeonpeas
58.66,33.42,41.0,21.81,78.34,6.02,1620.36,Alluvial,Bihar,Kharif,Jute
16.63,40.41,25.07,25.31,70.89,6.46,783.97,Black Soil,Karnataka,Kharif,Pigeonpeas
22.59,64.66,30.74,19.98,62.48,6.29,602.11,Loamy,Uttarakhand,Kharif,Kidneybeans
80.2,40.34,29.2,21.75,76.11,6.47,843.48,Loamy,West Bengal,Kharif,Rice
19.73,65.74,24.61,27.38,69.62,6.73,553.65,Black Soil,Madhya Pradesh,Kharif,Blackgram
77.75,37.37,59.23,31.93,79.72,6.46,383.03,Loamy,Tamil Nadu,Summer,Watermelon
86.79,41.29,86.14,26.21,60.74,5.85,461.19,Loamy,Maharashtra,Perennial,Mango
106.47,78.14,103.13,16.71,78.07,5.11,1135.64,Sandy Loam,Maharashtra,Perennial,Orange
90.33,45.78,196.12,33.57,81.41,5.97,2027.85,Loamy,Karnataka,Perennial,Coconut
90.1,66.31,64.47,33.13,48.38,6.89,593.62,Sandy Loam,Andhra Pradesh,Summer,Watermelon
26.3,59.19,21.14,18.08,31.06,6.55,434.07,Black Soil,Rajasthan,Rabi,Chickpea
24.35,43.65,32.41,28.07,75.94,6.7,539.33,Loamy,Gujarat,Kharif,Pigeonpeas
20.22,58.13,17.09,24.09,60.85,7.65,606.51,Loamy,Tamil Nadu,Kharif,Blackgram
23.66,69.16,28.49,18.38,63.33,6.45,397.73,Sandy Loam,Jammu Kashmir,Kharif,Kidneybeans
108.0,30.43,84.7,20.51,78.61,5.52,982.96,Alluvial,Jammu Kashmir,Perennial,Apple
192.95,218.64,427.65,32.13,87.58,6.47,1323.02,Sandy Loam,Andhra Pradesh,Perennial,Papaya
96.17,258.95,345.33,30.77,86.27,6.68,1534.27,Alluvial,Gujarat,Perennial,Papaya
64.53,34.69,55.1,38.66,49.06,7.0,605.87,Sandy Loam,Karnataka,Perennial,Pomegranate
256.18,154.56,433.95,35.09,96.86,6.02,1576.1,Sandy Loam,Maharashtra,Perennial,Papaya
114.06,45.15,120.31,26.64,66.09,5.95,374.58,Alluvial,Andhra Pradesh,Perennial,Mango
149.94,43.32,138.32,22.7,83.38,5.68,1244.96,Forest Soil,Karnataka,Perennial,Coffee
76.21,44.42,58.58,18.53,80.44,6.37,1047.68,Mountain Soil,Himachal Pradesh,Perennial,Apple
20.49,55.22,36.79,17.2,58.43,6.67,474.93,Loamy,Jammu Kashmir,Kharif,Kidneybeans
139.17,69.05,335.54,21.41,69.66,5.77,1912.74,Clayey,Andhra Pradesh,Perennial,Banana
103.48,43.98,143.36,32.55,66.2,5.61,1083.74,Sandy Loam,Madhya Pradesh,Perennial,Orange
17.35,39.9,19.84,21.77,27.89,7.32,429.9,Sandy,Rajasthan,Kharif,Mothbeans
96.3,43.58,104.54,17.54,72.49,6.27,1175.2,Loamy,Uttarakhand,Perennial,Apple
65.35,35.83,28.19,21.2,83.27,7.22,1558.98,Clayey,West Bengal,Kharif,Jute
83.22,36.76,111.65,31.27,59.37,6.02,1649.3,Alluvial,Punjab,Perennial,Orange
86.82,41.52,30.34,21.04,72.16,6.18,1037.16,Alluvial,Punjab,Kharif,Rice
14.43,54.83,12.26,26.48,60.35,6.85,615.09,Sandy Loam,Maharashtra,Summer,Mungbean
19.67,69.01,21.96,23.8,50.08,5.69,537.76,Loamy,Jammu Kashmir,Kharif,Kidneybeans
52.21,35.41,39.08,26.64,86.71,5.03,1255.62,Loamy,West Bengal,Kharif,Rice
29.16,64.63,24.87,18.24,59.68,6.5,397.3,Loamy,Uttarakhand,Kharif,Kidneybeans
11.97,76.05,43.31,16.56,56.91,6.2,608.34,Loamy,Jammu Kashmir,Kharif,Kidneybeans
137.43,82.76,130.23,22.77,48.74,6.56,849.58,Sandy Loam,Andhra Pradesh,Perennial,Grapes
62.79,36.77,42.55,27.54,95.92,6.45,1869.27,Alluvial,West Bengal,Kharif,Jute
84.16,41.45,171.81,30.43,89.1,6.41,2314.18,Coastal Sandy,Andhra Pradesh,Perennial,Coconut
23.0,48.14,32.52,20.43,48.06,6.75,581.7,Alluvial,Himachal Pradesh,Kharif,Kidneybeans
15.35,35.86,17.9,22.95,46.32,6.81,402.02,Loamy,Maharashtra,Rabi,Chickpea
14.15,36.61,14.89,32.57,20.91,7.48,172.68,Sandy,Maharashtra,Kharif,Mothbeans
19.96,54.69,17.05,19.27,45.52,6.43,368.59,Alluvial,Bihar,Rabi,Lentil
14.85,51.71,27.92,38.79,34.4,7.85,220.37,Sandy Loam,Maharashtra,Kharif,Mothbeans
54.83,47.84,155.37,29.3,66.5,6.25,1204.74,Loamy,Karnataka,Perennial,Mango
48.1,15.76,88.55,10.24,72.26,5.93,799.39,Loamy,Uttarakhand,Perennial,Apple
100.59,44.5,102.91,25.79,64.85,6.69,1384.29,Loamy,Rajasthan,Perennial,Orange
111.52,65.82,31.33,24.17,69.58,5.98,791.97,Alluvial,Bihar,Rabi,Maize
71.7,33.7,52.61,32.67,55.51,7.85,422.59,Black Soil,Maharashtra,Perennial,Pomegranate
97.55,40.57,48.59,18.0,73.91,6.18,1047.04,Alluvial,Uttarakhand,Perennial,Apple
99.51,9.61,74.77,30.92,46.66,6.22,403.13,Alluvial,Maharashtra,Summer,Muskmelon
129.08,48.63,51.26,32.88,84.45,6.25,1003.91,Alluvial,Maharashtra,Kharif,Cotton
21.81,59.23,11.53,21.25,52.71,6.37,353.76,Sandy Loam,Bihar,Rabi,Lentil
216.65,48.58,384.29,27.1,78.98,6.49,2416.71,Loamy,Tamil Nadu,Perennial,Banana
20.65,41.85,10.88,33.39,47.63,6.2,819.38,Loamy,Rajasthan,Kharif,Mungbean
109.29,74.56,158.95,26.86,44.29,6.87,396.21,Red Soil,Maharashtra,Perennial,Grapes
148.92,53.73,151.43,20.34,88.3,4.38,1311.59,Forest Soil,Kerala,Perennial,Coffee
180.64,70.28,46.34,24.97,78.52,7.65,719.34,Alluvial,Madhya Pradesh,Rabi,Maize
93.15,36.52,27.92,34.29,48.26,7.4,874.43,Black Soil,Andhra Pradesh,Kharif,Cotton
203.44,68.95,355.22,26.61,73.5,6.9,1779.85,Alluvial,Gujarat,Perennial,Banana
190.32,180.21,314.76,30.58,88.8,6.42,1622.68,Loamy,Gujarat,Perennial,Papaya
19.11,51.36,10.84,23.53,23.77,6.88,420.28,Loamy,Madhya Pradesh,Rabi,Chickpea
205.43,172.89,409.44,30.03,82.3,6.04,1692.08,Loamy,Karnataka,Perennial,Papaya
95.16,26.33,32.67,30.8,93.1,6.12,2105.26,Alluvial,Bihar,Kharif,Jute
210.06,196.92,318.37,29.1,61.43,6.15,1495.58,Sandy Loam,Gujarat,Perennial,Papaya
227.55,150.03,434.87,28.76,76.25,6.4,1565.23,Loamy,Karnataka,Perennial,Papaya
110.73,35.73,27.07,23.44,84.45,6.27,607.39,Loamy,Karnataka,Kharif,Maize
67.99,42.44,79.12,24.0,58.48,6.41,987.65,Mountain Soil,Himachal Pradesh,Perennial,Apple
84.87,23.7,44.35,27.11,85.6,7.12,1269.46,Clayey,Tamil Nadu,Kharif,Rice
23.74,44.45,37.23,23.85,57.53,6.59,613.79,Loamy,Uttarakhand,Kharif,Kidneybeans
126.05,69.46,43.48,28.36,86.12,7.51,507.51,Loamy,Bihar,Kharif,Maize
12.25,24.36,20.25,34.84,42.33,7.85,341.71,Arid,Rajasthan,Kharif,Mothbeans
10.95,56.66,9.77,39.21,37.56,6.82,133.8,Sandy,Rajasthan,Kharif,Mothbeans
15.18,45.22,26.83,36.25,45.54,8.12,316.89,Arid,Rajasthan,Kharif,Mothbeans
90.31,44.5,35.92,29.41,44.77,6.04,398.84,Loamy,Bihar,Rabi,Maize
39.37,36.16,19.95,32.49,81.77,6.09,1953.01,Clayey,Odisha,Kharif,Jute
64.62,30.98,30.37,29.27,81.2,6.41,1414.81,Clayey,Assam,Kharif,Jute
23.09,38.93,14.9,24.2,54.25,6.56,302.38,Loamy,Bihar,Rabi,Lentil
102.98,34.42,154.82,23.59,72.87,6.87,444.8,Red Soil,Karnataka,Perennial,Grapes
72.35,54.06,69.09,20.82,63.35,5.43,475.75,Mountain Soil,Jammu Kashmir,Perennial,Apple
173.72,250.21,424.4,28.36,82.11,6.0,1710.8,Sandy Loam,Karnataka,Perennial,Papaya
187.35,248.55,345.69,28.06,72.51,6.66,907.0,Loamy,Andhra Pradesh,Perennial,Papaya
19.17,81.09,33.44,19.54,42.11,6.3,889.9,Sandy Loam,Jammu Kashmir,Kharif,Kidneybeans
129.96,62.3,38.62,20.29,78.06,6.82,578.03,Loamy,Madhya Pradesh,Rabi,Maize
61.36,21.27,31.56,29.24,45.37,6.71,356.86,Alluvial,Uttar Pradesh,Summer,Muskmelon
204.09,174.28,384.52,22.13,86.72,6.46,1831.65,Alluvial,Maharashtra,Perennial,Papaya
79.84,26.02,34.25,33.37,42.57,6.4,454.47,Alluvial,Rajasthan,Summer,Muskmelon
74.39,32.48,58.01,26.08,76.22,6.26,1538.69,Alluvial,Tamil Nadu,Kharif,Rice
111.73,59.0,172.63,19.63,69.27,6.18,1148.11,Laterite,Karnataka,Perennial,Coffee
116.48,48.31,192.69,25.48,72.16,5.49,1946.5,Laterite,Kerala,Perennial,Coffee
289.01,172.83,385.49,25.23,85.13,6.03,1983.57,Loamy,Andhra Pradesh,Perennial,Papaya
48.63,16.63,34.57,31.13,92.61,5.76,1350.58,Alluvial,Assam,Kharif,Jute
96.6,62.04,258.57,32.19,86.5,6.29,1671.82,Coastal Sandy,Karnataka,Perennial,Coconut
27.19,44.75,26.52,21.04,52.52,6.19,579.43,Alluvial,Bihar,Rabi,Lentil
19.9,63.69,33.5,20.96,74.94,6.09,559.31,Sandy Loam,Uttarakhand,Kharif,Kidneybeans
24.54,45.93,24.06,25.24,20.0,7.19,332.23,Loamy,Bihar,Rabi,Lentil
91.72,87.58,39.71,30.84,67.77,6.05,417.41,Loamy,Karnataka,Kharif,Maize
24.75,48.95,23.46,24.07,71.09,6.88,880.73,Black Soil,Madhya Pradesh,Kharif,Pigeonpeas
