record_id,district_code,latitude,longitude,field_id,area_m2,crop_name,crop_type,season,agro_climatic_zone,soil_n,soil_p,soil_k,soil_ph,organic_carbon,soil_texture,soil_moisture_pct,groundwater_depth_m,avg_rainfall_mm,rainfall_mm,rainfall_30d_mm,rainfall_60d_mm,rainfall_effective_mm,avg_temp_c,temperature_avg_c,humidity_pct,et0_mm,kc_value,ndvi_mean,ndvi_max,ndvi_trend,ndvi_t1,ndvi_t2,ndvi_t3,ndvi_t4,ndvi_t5,ndvi_t6,evi_t1,evi_t2,ndwi_t1,ndwi_t2,sowing_day_of_year,growth_stage,irrigation_method,recommended_crop,yield_kg,water_required_m3,season_target,sowing_day_of_year_num
2997,TN001,22.24,75.37,FLD02997,8013,Sugarcane,Commercial,Year-round,Sub-Humid,280,43,207,6.6,0.72,Sandy Loam,22,10.0,888,779,346,551,671,29.8,29.8,74,7.0,1.17,0.64,0.7,0.024,0.58,0.6,0.63,0.64,0.69,0.7,0.49,0.52,0.33,0.31,152,Bulbing,Surface,Sugarcane,42154,0,Kharif,152
2999,HR010,18.41,74.16,FLD02999,14157,Sugarcane,Commercial,Year-round,Sub-Humid,281,39,206,7.6,0.67,Sandy Loam,35,12.0,1098,848,335,642,797,27.5,27.5,71,6.6,1.17,0.63,0.7,0.02,0.56,0.58,0.6,0.68,0.7,0.66,0.46,0.48,0.28,0.27,142,Reproductive,Sprinkler,Sugarcane,79719,0,Kharif,142
4651,MP038,21.54,86.76,FLD04651,16588,Banana,Fruit,Year-round,Sub-Humid,218,51,238,7.3,0.66,Laterite,25,8.0,1057,943,393,690,893,27.5,27.5,68,6.0,1.11,0.69,0.73,0.006,0.66,0.67,0.66,0.73,0.73,0.69,0.57,0.56,0.27,0.22,141,Bearing,Surface,Banana,45614,0,Kharif,141
4652,PB028,19.27,78.38,FLD04652,10801,Banana,Fruit,Year-round,Coastal,290,46,195,6.2,0.83,Sandy Clay,22,6.8,1043,792,302,533,707,28.4,28.4,82,5.7,1.11,0.68,0.73,0.006,0.66,0.67,0.67,0.68,0.73,0.69,0.56,0.57,0.27,0.3,159,Bearing,Drip,Banana,30100,0,Kharif,159
4653,MP016,17.95,87.29,FLD04653,5460,Banana,Fruit,Year-round,Arid,252,37,181,5.9,0.57,Sandy,23,16.8,368,316,140,246,282,30.9,30.9,55,5.5,1.11,0.69,0.72,0.012,0.65,0.65,0.67,0.71,0.72,0.71,0.54,0.54,0.32,0.23,145,Pod formation,Drip,Banana,15428,0,Kharif,145
4658,PB043,13.13,75.95,FLD04658,12378,Banana,Fruit,Year-round,Sub-Humid,301,32,227,7.4,0.78,Sandy Clay,28,9.1,1048,868,283,684,816,27.1,27.1,76,5.8,1.11,0.68,0.73,0.022,0.62,0.65,0.66,0.73,0.71,0.73,0.53,0.54,0.29,0.3,145,Flush,Sprinkler,Banana,33364,0,Kharif,145
4659,HR009,14.86,84.6,FLD04659,19734,Banana,Fruit,Year-round,Sub-Humid,270,52,198,6.0,0.84,Sandy Clay,33,8.2,897,829,340,506,776,29.9,29.9,76,5.4,1.11,0.68,0.74,0.016,0.64,0.62,0.64,0.72,0.74,0.72,0.55,0.53,0.24,0.26,162,Vegetative,Drip,Banana,56519,0,Kharif,162
4661,AP049,22.14,71.78,FLD04661,14050,Banana,Fruit,Year-round,Plateau,258,38,202,7.1,0.8,Sandy,26,8.0,1017,802,349,596,708,31.0,31.0,62,6.0,1.11,0.68,0.72,0.014,0.64,0.64,0.67,0.72,0.72,0.71,0.53,0.54,0.32,0.23,143,Vegetative,Drip,Banana,42772,0,Kharif,143
4662,RJ046,12.5,88.81,FLD04662,5704,Banana,Fruit,Year-round,Plateau,297,39,197,6.8,0.5,Sandy Loam,20,12.4,1292,1088,361,672,1003,30.8,30.8,72,5.2,1.11,0.69,0.74,0.016,0.66,0.63,0.65,0.72,0.71,0.74,0.56,0.52,0.31,0.24,165,Grand growth,Surface,Banana,17609,0,Kharif,165
4667,AP023,12.22,84.28,FLD04667,9217,Banana,Fruit,Year-round,Sub-Humid,187,52,205,7.5,0.57,Loam,37,8.3,1007,893,273,568,764,28.8,28.8,74,5.3,1.11,0.67,0.72,0.018,0.63,0.64,0.66,0.67,0.7,0.72,0.53,0.53,0.3,0.23,149,Fruiting,Surface,Banana,24226,0,Kharif,149
4668,UP014,28.2,75.23,FLD04668,8414,Banana,Fruit,Year-round,Semi-Arid,180,39,174,7.2,0.7,Laterite,33,12.1,572,525,184,343,491,31.1,31.1,56,6.4,1.11,0.68,0.71,0.016,0.63,0.67,0.64,0.71,0.71,0.71,0.54,0.55,0.25,0.22,143,Bearing,Drip,Banana,21976,0,Kharif,143
4669,AP025,25.59,87.59,FLD04669,5800,Banana,Fruit,Year-round,Mountain,209,31,234,6.5,0.81,Clay Loam,24,13.4,3112,2848,1262,1712,2570,25.2,25.2,62,5.7,1.11,0.67,0.71,0.02,0.61,0.62,0.66,0.71,0.71,0.71,0.5,0.53,0.25,0.27,148,Vegetative,Surface,Banana,16649,0,Kharif,148
4671,GJ047,14.07,87.87,FLD04671,11267,Banana,Fruit,Year-round,Humid,226,38,185,6.1,0.79,Laterite,34,5.2,2746,2284,735,1426,2030,28.7,28.7,82,5.7,1.11,0.67,0.71,0.014,0.64,0.62,0.66,0.69,0.71,0.71,0.53,0.53,0.3,0.25,141,Bulbing,Drip,Banana,30017,0,Kharif,141
4673,AP036,14.96,79.04,FLD04673,5386,Banana,Fruit,Year-round,Humid,313,28,175,6.4,0.53,Loam,24,7.0,2563,2156,655,1555,2042,27.5,27.5,83,5.4,1.11,0.68,0.72,0.008,0.66,0.62,0.67,0.71,0.72,0.7,0.55,0.52,0.25,0.27,143,Fruiting,Surface,Banana,13684,0,Kharif,143
4674,UP016,14.01,86.67,FLD04674,6822,Banana,Fruit,Year-round,Plateau,316,41,236,6.7,0.57,Clay Loam,25,13.9,725,558,203,421,480,27.2,27.2,70,5.5,1.11,0.67,0.74,0.016,0.63,0.62,0.66,0.68,0.74,0.71,0.55,0.53,0.32,0.31,155,Grain filling,Drip,Banana,19423,0,Kharif,155
4676,MP003,28.9,76.74,FLD04676,15280,Banana,Fruit,Year-round,Humid,243,52,175,6.8,0.61,Clay Loam,27,6.2,3033,2478,748,1752,2185,26.1,26.1,80,5.9,1.11,0.68,0.72,0.008,0.66,0.66,0.64,0.72,0.71,0.7,0.55,0.58,0.22,0.24,170,Vegetative,Drip,Banana,44184,0,Kharif,170
4682,RJ008,15.7,82.48,FLD04682,19613,Banana,Fruit,Year-round,Sub-Humid,262,52,212,7.8,0.94,Sandy Loam,33,9.4,1064,900,399,592,765,28.6,28.6,72,6.0,1.11,0.68,0.72,0.014,0.64,0.62,0.68,0.72,0.72,0.71,0.55,0.53,0.3,0.29,155,Bearing,Drip,Banana,53274,0,Kharif,155
4685,MH015,15.26,82.01,FLD04685,13560,Banana,Fruit,Year-round,Arid,304,36,173,6.9,0.92,Sandy,37,16.7,408,327,130,213,304,31.5,31.5,55,6.0,1.11,0.67,0.72,0.018,0.63,0.66,0.67,0.67,0.7,0.72,0.54,0.57,0.29,0.26,141,Pod formation,Sprinkler,Banana,40462,0,Kharif,141
4688,HR027,10.2,75.33,FLD04688,17240,Banana,Fruit,Year-round,Coastal,309,33,179,7.7,0.9,Clay,27,8.4,1874,1691,516,1212,1586,30.9,30.9,82,6.2,1.11,0.69,0.73,0.012,0.67,0.66,0.67,0.69,0.72,0.73,0.59,0.55,0.24,0.32,163,Grand growth,Sprinkler,Banana,45435,0,Kharif,163
4693,MH031,22.47,80.41,FLD04693,8124,Banana,Fruit,Year-round,Humid,241,32,178,7.1,0.9,Clay,33,7.4,2907,2342,875,1586,2172,26.4,26.4,84,5.3,1.11,0.67,0.73,0.016,0.65,0.63,0.67,0.67,0.7,0.73,0.55,0.53,0.28,0.27,170,Bulbing,Surface,Banana,22541,0,Kharif,170
4696,HR019,19.28,77.89,FLD04696,19849,Banana,Fruit,Year-round,Plateau,295,38,220,6.8,0.96,Sandy Loam,37,12.3,1010,878,291,578,775,27.5,27.5,75,6.4,1.11,0.68,0.73,0.016,0.63,0.62,0.66,0.71,0.73,0.71,0.52,0.53,0.3,0.24,140,Bulbing,Drip,Banana,61234,0,Kharif,140
4699,TN023,29.51,86.32,FLD04699,5833,Banana,Fruit,Year-round,Humid,292,40,212,6.7,0.95,Sandy,34,7.7,2046,1662,580,1022,1519,27.5,27.5,76,5.6,1.11,0.68,0.73,0.014,0.64,0.64,0.66,0.73,0.69,0.71,0.53,0.55,0.27,0.31,150,Vegetative,Sprinkler,Banana,16481,0,Kharif,150
4701,AP001,11.08,84.71,FLD04701,10066,Banana,Fruit,Year-round,Humid,239,35,196,6.8,0.68,Sandy Loam,26,8.3,2916,2484,835,1782,2342,26.0,26.0,82,5.0,1.11,0.68,0.72,0.016,0.64,0.64,0.68,0.69,0.69,0.72,0.54,0.55,0.29,0.26,148,Pod formation,Drip,Banana,29746,0,Kharif,148
4702,UP016,27.17,74.49,FLD04702,8306,Banana,Fruit,Year-round,Humid,301,40,177,6.9,0.5,Clay,33,9.8,2118,1964,648,1181,1735,25.7,25.7,78,5.8,1.11,0.67,0.73,0.014,0.62,0.67,0.64,0.68,0.73,0.69,0.53,0.58,0.28,0.27,164,Grand growth,Sprinkler,Banana,22790,0,Kharif,164
4704,AP010,19.14,72.7,FLD04704,17961,Banana,Fruit,Year-round,Semi-Arid,253,43,203,6.8,0.7,Sandy Loam,30,13.6,795,651,292,429,604,28.7,28.7,56,5.5,1.11,0.69,0.73,0.014,0.66,0.66,0.68,0.7,0.71,0.73,0.55,0.57,0.25,0.29,150,Tuber bulking,Drip,Banana,49361,0,Kharif,150
4705,UP017,32.28,76.92,FLD04705,14066,Banana,Fruit,Year-round,Mountain,251,45,229,6.0,0.63,Sandy,29,10.0,3181,2544,836,2026,2405,22.7,22.7,72,5.8,1.11,0.67,0.74,0.022,0.63,0.67,0.64,0.68,0.69,0.74,0.55,0.56,0.32,0.25,154,Bulbing,Surface,Banana,40531,0,Kharif,154
4706,PB003,14.57,83.69,FLD04706,13135,Banana,Fruit,Year-round,Plateau,194,41,208,7.6,0.98,Sandy,21,11.5,835,788,315,501,674,28.6,28.6,72,5.7,1.11,0.68,0.75,0.02,0.65,0.63,0.67,0.67,0.69,0.75,0.54,0.55,0.25,0.26,161,Pod formation,Drip,Banana,38452,0,Kharif,161
4707,UP026,20.04,83.93,FLD04707,7246,Banana,Fruit,Year-round,Coastal,185,32,209,7.8,0.92,Sandy,36,11.1,1816,1678,519,1124,1527,30.0,30.0,72,6.1,1.11,0.68,0.74,0.014,0.65,0.63,0.68,0.68,0.74,0.72,0.54,0.55,0.32,0.3,158,Flowering,Drip,Banana,18572,0,Kharif,158
4708,MH048,19.73,79.17,FLD04708,8618,Banana,Fruit,Year-round,Coastal,306,44,217,6.1,0.84,Clay,21,8.2,1527,1244,557,816,1069,30.4,30.4,75,6.2,1.11,0.68,0.74,0.008,0.66,0.66,0.65,0.68,0.74,0.7,0.56,0.55,0.3,0.28,170,Flowering,Sprinkler,Banana,27440,0,Kharif,170
4709,KA004,18.73,81.71,FLD04709,19654,Banana,Fruit,Year-round,Semi-Arid,233,40,179,6.9,0.65,Sandy Clay,34,14.2,650,575,203,387,503,29.6,29.6,59,5.7,1.11,0.68,0.74,0.022,0.63,0.62,0.65,0.71,0.74,0.74,0.52,0.52,0.3,0.28,157,Reproductive,Drip,Banana,57530,0,Kharif,157
4710,PB016,14.12,78.63,FLD04710,7007,Banana,Fruit,Year-round,Coastal,242,49,211,6.6,0.71,Clay,22,8.6,2747,2577,1061,1946,2422,28.3,28.3,75,6.1,1.11,0.69,0.73,0.012,0.67,0.66,0.67,0.69,0.69,0.73,0.58,0.57,0.25,0.26,167,Vegetative,Surface,Banana,19066,0,Kharif,167
4712,MP029,33.87,78.03,FLD04712,5415,Banana,Fruit,Year-round,Mountain,222,38,183,7.7,0.58,Loam,22,11.3,2213,1959,843,1248,1846,23.0,23.0,74,6.4,1.11,0.68,0.74,0.022,0.63,0.66,0.63,0.7,0.71,0.74,0.55,0.58,0.31,0.26,154,Grain filling,Sprinkler,Banana,15699,0,Kharif,154
4713,UP019,14.98,76.84,FLD04713,8179,Banana,Fruit,Year-round,Plateau,232,31,230,7.3,0.56,Sandy Clay,30,9.5,926,871,390,553,788,28.6,28.6,63,6.0,1.11,0.66,0.71,0.018,0.62,0.61,0.65,0.7,0.7,0.71,0.54,0.51,0.25,0.33,146,Grand growth,Drip,Banana,20672,0,Kharif,146
4714,TN039,27.69,83.87,FLD04714,5208,Banana,Fruit,Year-round,Sub-Humid,306,35,203,7.5,0.84,Sandy,25,9.5,1161,927,315,671,793,29.1,29.1,75,5.1,1.11,0.67,0.73,0.012,0.64,0.62,0.69,0.67,0.73,0.7,0.55,0.54,0.32,0.25,163,Flush,Surface,Banana,15835,0,Kharif,163
4718,RJ044,28.56,77.68,FLD04718,5593,Banana,Fruit,Year-round,Humid,256,48,215,7.2,0.5,Clay Loam,36,7.1,3009,2346,867,1449,2148,28.4,28.4,80,6.4,1.11,0.68,0.73,0.014,0.66,0.62,0.67,0.68,0.71,0.73,0.57,0.53,0.3,0.25,151,Flush,Sprinkler,Banana,17268,0,Kharif,151
4719,HR032,14.09,82.81,FLD04719,10046,Banana,Fruit,Year-round,Semi-Arid,192,41,173,7.5,0.58,Sandy,28,12.6,702,590,254,364,553,30.1,30.1,61,5.4,1.11,0.67,0.73,0.016,0.65,0.62,0.63,0.7,0.7,0.73,0.55,0.54,0.24,0.32,166,Bearing,Drip,Banana,26074,0,Kharif,166
4722,UP017,28.2,77.01,FLD04722,13512,Banana,Fruit,Year-round,Mountain,237,41,222,6.9,0.64,Clay Loam,28,8.9,3094,2367,1024,1670,2042,23.4,23.4,61,6.2,1.11,0.67,0.74,0.022,0.63,0.61,0.63,0.69,0.71,0.74,0.54,0.51,0.32,0.31,161,Grand growth,Surface,Banana,39249,0,Kharif,161
4726,KA019,16.98,89.5,FLD04726,15523,Banana,Fruit,Year-round,Semi-Arid,245,32,225,6.3,0.6,Clay,38,16.9,567,510,162,399,475,31.3,31.3,60,5.2,1.11,0.67,0.74,0.026,0.61,0.65,0.65,0.68,0.72,0.74,0.52,0.55,0.29,0.3,148,Tuber bulking,Sprinkler,Banana,46318,0,Kharif,148
4729,PB006,20.27,71.39,FLD04729,17847,Banana,Fruit,Year-round,Coastal,230,41,231,6.5,0.54,Clay,29,6.5,2649,2022,610,1222,1766,28.4,28.4,75,6.4,1.11,0.68,0.7,0.008,0.66,0.66,0.66,0.7,0.69,0.7,0.58,0.55,0.27,0.24,152,Flowering,Sprinkler,Banana,51809,0,Kharif,152
4731,TN009,26.15,70.92,FLD04731,15791,Banana,Fruit,Year-round,Arid,224,28,223,6.1,0.85,Sandy Loam,28,24.2,378,313,138,222,277,33.4,33.4,52,6.0,1.11,0.68,0.74,0.012,0.66,0.63,0.65,0.7,0.74,0.72,0.56,0.52,0.23,0.23,141,Grand growth,Drip,Banana,50878,0,Kharif,141
4732,TN040,16.84,80.89,FLD04732,17982,Banana,Fruit,Year-round,Sub-Humid,221,42,234,7.2,0.72,Laterite,38,10.9,899,676,263,466,600,29.2,29.2,72,5.8,1.11,0.68,0.74,0.016,0.66,0.66,0.67,0.67,0.7,0.74,0.57,0.55,0.25,0.25,160,Reproductive,Surface,Banana,49349,0,Kharif,160
4734,MH023,11.5,84.7,FLD04734,15902,Banana,Fruit,Year-round,Humid,271,52,220,7.7,0.72,Sandy Clay,30,7.2,1834,1713,678,1311,1463,28.6,28.6,85,6.3,1.11,0.67,0.75,0.02,0.61,0.65,0.63,0.67,0.75,0.71,0.5,0.55,0.29,0.3,142,Flush,Sprinkler,Banana,48873,0,Kharif,142
4737,PB042,10.25,81.38,FLD04737,7685,Banana,Fruit,Year-round,Sub-Humid,270,43,192,6.0,0.95,Clay Loam,38,9.1,1114,1041,410,642,983,27.3,27.3,73,5.0,1.11,0.68,0.73,0.018,0.64,0.62,0.69,0.71,0.69,0.73,0.55,0.52,0.25,0.33,146,Flush,Sprinkler,Banana,21160,0,Kharif,146
4739,GJ007,17.03,80.0,FLD04739,13917,Banana,Fruit,Year-round,Humid,292,47,191,6.4,0.52,Sandy Clay,36,7.3,2372,2122,808,1550,2008,25.7,25.7,86,5.6,1.11,0.68,0.73,0.016,0.62,0.62,0.69,0.72,0.73,0.7,0.54,0.53,0.28,0.26,149,Fruiting,Drip,Banana,40037,0,Kharif,149
4741,UP003,16.47,88.15,FLD04741,15676,Banana,Fruit,Year-round,Humid,198,29,230,6.3,0.75,Sandy Loam,29,9.2,1237,1136,375,868,967,25.3,25.3,82,5.7,1.11,0.69,0.72,0.01,0.67,0.66,0.67,0.68,0.71,0.72,0.56,0.58,0.3,0.24,166,Grain filling,Drip,Banana,44052,0,Kharif,166
4742,RJ027,16.88,73.4,FLD04742,18911,Banana,Fruit,Year-round,Sub-Humid,250,33,204,7.0,0.75,Loam,26,12.3,1003,773,338,504,660,27.2,27.2,76,5.8,1.11,0.69,0.73,0.018,0.64,0.66,0.66,0.71,0.73,0.73,0.53,0.56,0.29,0.24,168,Fruiting,Sprinkler,Banana,55770,0,Kharif,168
4743,RJ039,19.21,79.93,FLD04743,19411,Banana,Fruit,Year-round,Arid,188,41,230,7.0,0.68,Sandy Loam,22,15.7,276,220,69,138,207,30.5,30.5,45,5.8,1.11,0.68,0.74,0.012,0.65,0.64,0.65,0.7,0.74,0.71,0.54,0.53,0.23,0.27,149,Grain filling,Drip,Banana,78252,0,Kharif,149
4744,PB022,15.36,86.29,FLD04744,5527,Banana,Fruit,Year-round,Humid,227,43,194,6.0,0.72,Sandy,33,5.1,2196,1950,708,1538,1733,26.0,26.0,84,6.0,1.11,0.69,0.71,0.008,0.66,0.67,0.69,0.71,0.7,0.7,0.55,0.59,0.28,0.29,153,Tillering,Drip,Banana,15629,0,Kharif,153
4751,UP021,28.61,71.55,FLD04751,11936,Banana,Fruit,Year-round,Semi-Arid,216,43,207,7.4,0.62,Clay Loam,31,10.1,739,572,202,415,536,30.1,30.1,55,5.4,1.11,0.68,0.74,0.016,0.66,0.66,0.66,0.67,0.69,0.74,0.56,0.55,0.27,0.31,145,Vegetative,Drip,Banana,32539,0,Kharif,145
4752,MH030,25.91,88.99,FLD04752,11031,Banana,Fruit,Year-round,Semi-Arid,195,46,229,6.9,0.76,Sandy,21,16.6,774,658,286,493,608,28.2,28.2,57,6.2,1.11,0.68,0.74,0.008,0.65,0.66,0.66,0.67,0.74,0.69,0.53,0.57,0.25,0.23,160,Bearing,Drip,Banana,32586,0,Kharif,160
4753,MP035,17.35,88.18,FLD04753,11830,Banana,Fruit,Year-round,Coastal,291,32,192,6.0,0.76,Loam,33,7.9,2588,2426,1004,1831,2086,29.9,29.9,74,5.7,1.11,0.67,0.72,0.008,0.66,0.62,0.64,0.7,0.72,0.7,0.57,0.54,0.32,0.3,153,Bearing,Drip,Banana,32970,0,Kharif,153
4756,UP009,28.05,80.52,FLD04756,6741,Banana,Fruit,Year-round,Plateau,241,47,198,7.1,0.53,Sandy,24,9.5,899,768,320,513,664,28.3,28.3,71,5.6,1.11,0.69,0.75,0.018,0.66,0.65,0.64,0.72,0.69,0.75,0.55,0.54,0.23,0.26,158,Tuber bulking,Sprinkler,Banana,20531,0,Kharif,158
4757,HR044,24.29,83.68,FLD04757,19280,Banana,Fruit,Year-round,Semi-Arid,320,34,197,6.9,0.82,Sandy Clay,27,10.6,540,495,192,347,435,28.7,28.7,68,6.5,1.11,0.67,0.72,0.022,0.61,0.64,0.64,0.7,0.71,0.72,0.51,0.54,0.27,0.23,145,Tillering,Drip,Banana,56101,0,Kharif,145
4763,UP030,11.96,70.24,FLD04763,8037,Banana,Fruit,Year-round,Humid,182,41,193,6.0,0.64,Sandy Loam,32,9.3,2444,2149,857,1414,1984,27.1,27.1,80,5.6,1.11,0.68,0.74,0.016,0.66,0.62,0.66,0.71,0.7,0.74,0.55,0.52,0.26,0.28,148,Vegetative,Drip,Banana,21735,0,Kharif,148
4764,AP040,26.93,80.9,FLD04764,6139,Banana,Fruit,Year-round,Mountain,264,28,177,7.2,0.61,Clay Loam,32,11.1,2516,2116,778,1465,1838,25.5,25.5,80,5.4,1.11,0.69,0.73,0.012,0.67,0.63,0.67,0.72,0.72,0.73,0.57,0.55,0.31,0.28,168,Pod formation,Sprinkler,Banana,16167,0,Kharif,168
4765,TN042,21.0,77.12,FLD04765,15870,Banana,Fruit,Year-round,Coastal,254,45,190,6.5,0.61,Sandy,29,10.7,975,844,258,617,746,28.5,28.5,80,6.1,1.11,0.68,0.73,0.01,0.65,0.66,0.66,0.7,0.73,0.7,0.57,0.55,0.27,0.24,152,Tillering,Surface,Banana,48398,0,Kharif,152
4767,RJ030,28.54,84.74,FLD04767,10516,Banana,Fruit,Year-round,Mountain,228,30,178,6.6,0.87,Loam,22,11.0,2747,2265,738,1570,2039,17.3,17.3,61,5.5,1.11,0.69,0.75,0.018,0.66,0.66,0.67,0.72,0.69,0.75,0.56,0.56,0.24,0.31,162,Rhizome development,Sprinkler,Banana,27453,0,Kharif,162
4769,GJ029,27.27,73.93,FLD04769,7523,Banana,Fruit,Year-round,Sub-Humid,232,33,215,6.5,0.65,Sandy Loam,27,12.0,1173,1054,407,724,905,28.9,28.9,76,6.1,1.11,0.68,0.72,0.01,0.67,0.62,0.67,0.69,0.71,0.72,0.58,0.54,0.25,0.3,153,Reproductive,Sprinkler,Banana,20196,0,Kharif,153
4772,AP011,12.75,70.65,FLD04772,17978,Banana,Fruit,Year-round,Arid,200,40,201,6.3,0.64,Sandy Clay,24,19.1,305,229,84,157,212,35.5,35.5,51,5.5,1.11,0.68,0.72,0.016,0.63,0.67,0.64,0.7,0.72,0.71,0.53,0.56,0.27,0.25,166,Vegetative,Sprinkler,Banana,66355,0,Kharif,166
4773,MP034,21.21,76.51,FLD04773,17591,Banana,Fruit,Year-round,Sub-Humid,246,51,221,6.2,0.97,Loam,24,9.2,1031,870,344,614,751,28.6,28.6,76,6.3,1.11,0.69,0.74,0.018,0.65,0.62,0.68,0.7,0.73,0.74,0.54,0.52,0.32,0.26,145,Tuber development,Sprinkler,Banana,52178,0,Kharif,145
4774,AP041,27.85,82.64,FLD04774,9221,Banana,Fruit,Year-round,Mountain,206,34,197,6.7,0.64,Laterite,26,14.5,999,829,287,661,751,25.2,25.2,81,5.6,1.11,0.68,0.75,0.024,0.63,0.66,0.68,0.67,0.71,0.75,0.53,0.56,0.24,0.23,148,Tuber bulking,Drip,Banana,26141,0,Kharif,148
4775,KA047,25.94,85.68,FLD04775,7280,Banana,Fruit,Year-round,Sub-Humid,184,37,235,7.8,0.84,Clay Loam,20,11.1,920,741,332,468,700,28.1,28.1,69,5.7,1.11,0.67,0.72,0.008,0.66,0.63,0.64,0.72,0.7,0.7,0.58,0.52,0.3,0.26,154,Grand growth,Surface,Banana,20167,0,Kharif,154
4778,PB010,32.66,82.66,FLD04778,19276,Banana,Fruit,Year-round,Mountain,262,28,228,6.2,0.59,Clay Loam,22,8.9,2864,2317,917,1694,2179,23.8,23.8,73,5.4,1.11,0.68,0.74,0.018,0.63,0.62,0.66,0.69,0.74,0.72,0.54,0.54,0.31,0.25,151,Fruiting,Sprinkler,Banana,51421,0,Kharif,151
4783,TN037,15.1,83.17,FLD04783,6587,Banana,Fruit,Year-round,Arid,272,45,235,7.3,0.66,Clay Loam,23,16.8,386,336,122,202,295,30.4,30.4,54,5.1,1.11,0.69,0.74,0.018,0.64,0.67,0.64,0.7,0.74,0.73,0.55,0.57,0.29,0.23,159,Mature,Drip,Banana,20025,0,Kharif,159
4784,AP041,25.83,78.04,FLD04784,13806,Banana,Fruit,Year-round,Plateau,229,48,231,6.2,0.91,Sandy Loam,31,11.6,1008,835,336,559,718,27.1,27.1,62,5.4,1.11,0.68,0.75,0.024,0.63,0.62,0.68,0.68,0.73,0.75,0.53,0.51,0.32,0.31,150,Flush,Surface,Banana,43255,0,Kharif,150
4785,RJ020,25.15,78.36,FLD04785,8336,Banana,Fruit,Year-round,Mountain,300,44,235,6.6,0.59,Sandy,32,10.2,3044,2295,802,1587,1951,17.4,17.4,65,5.0,1.11,0.68,0.73,0.016,0.64,0.66,0.65,0.73,0.7,0.72,0.55,0.58,0.25,0.22,150,Grand growth,Sprinkler,Banana,24439,0,Kharif,150
4786,AP015,15.55,87.67,FLD04786,10642,Banana,Fruit,Year-round,Coastal,186,38,211,6.5,0.59,Sandy,32,8.7,1320,1214,469,885,1111,29.6,29.6,78,6.3,1.11,0.67,0.74,0.024,0.62,0.62,0.68,0.67,0.71,0.74,0.51,0.54,0.28,0.28,142,Vegetative,Sprinkler,Banana,28054,0,Kharif,142
4788,GJ012,18.9,81.09,FLD04788,18809,Banana,Fruit,Year-round,Plateau,240,29,196,6.9,0.64,Sandy Clay,23,13.2,923,765,308,463,662,29.6,29.6,67,6.3,1.11,0.68,0.72,0.02,0.62,0.63,0.68,0.72,0.7,0.72,0.51,0.53,0.28,0.24,158,Vegetative,Surface,Banana,53796,0,Kharif,158
4790,UP033,10.0,87.81,FLD04790,11200,Banana,Fruit,Year-round,Semi-Arid,210,47,229,7.4,0.93,Laterite,30,14.6,824,626,234,441,581,31.3,31.3,64,5.6,1.11,0.68,0.73,0.02,0.63,0.64,0.64,0.71,0.72,0.73,0.55,0.54,0.3,0.24,168,Tuber development,Sprinkler,Banana,32807,0,Kharif,168
4791,TN036,22.89,84.55,FLD04791,12652,Banana,Fruit,Year-round,Plateau,268,51,230,6.9,0.6,Laterite,30,14.5,1225,1013,447,683,909,27.4,27.4,63,6.0,1.11,0.68,0.73,0.022,0.61,0.66,0.67,0.69,0.73,0.72,0.53,0.55,0.34,0.29,166,Rhizome development,Surface,Banana,40376,0,Kharif,166
4793,TN016,20.46,73.5,FLD04793,19062,Banana,Fruit,Year-round,Humid,269,28,230,7.6,0.93,Sandy,36,7.3,2356,2166,721,1577,2024,27.9,27.9,75,5.3,1.11,0.68,0.7,0.012,0.64,0.67,0.66,0.7,0.69,0.7,0.56,0.56,0.28,0.26,142,Tuber development,Drip,Banana,55290,0,Kharif,142
4794,GJ011,23.52,85.1,FLD04794,10595,Banana,Fruit,Year-round,Semi-Arid,284,46,233,7.6,0.82,Loam,32,16.6,781,726,221,503,668,30.8,30.8,57,6.1,1.11,0.69,0.73,0.02,0.63,0.67,0.69,0.7,0.7,0.73,0.53,0.57,0.32,0.28,140,Tuber development,Drip,Banana,31552,0,Kharif,140
4795,HR025,21.81,86.28,FLD04795,19600,Banana,Fruit,Year-round,Coastal,317,30,184,6.6,0.66,Sandy Loam,38,7.7,1061,985,305,621,913,30.5,30.5,82,5.5,1.11,0.67,0.73,0.01,0.65,0.62,0.64,0.71,0.73,0.7,0.56,0.53,0.25,0.33,149,Pod formation,Drip,Banana,54191,0,Kharif,149
4797,KA013,19.84,87.19,FLD04797,8093,Banana,Fruit,Year-round,Plateau,253,31,181,6.2,0.88,Sandy Loam,26,13.8,1160,1090,366,785,985,29.7,29.7,67,5.1,1.11,0.68,0.72,0.016,0.64,0.67,0.65,0.71,0.7,0.72,0.54,0.58,0.3,0.22,170,Fruiting,Surface,Banana,21704,0,Kharif,170
4798,RJ043,21.13,72.12,FLD04798,14107,Banana,Fruit,Year-round,Sub-Humid,183,28,199,6.6,0.8,Clay,26,12.2,974,737,301,566,658,28.4,28.4,68,5.5,1.11,0.68,0.74,0.024,0.61,0.66,0.63,0.69,0.74,0.73,0.51,0.55,0.25,0.27,165,Pod formation,Sprinkler,Banana,40257,0,Kharif,165
